,Date,Hour,Minute,Number_of_Incidents,Total_Volume,Average_Speed
1097,1/28/2018,1,30,1,1802,38.0
1098,1/28/2018,1,45,1,1503,37.22222222222222
1099,1/28/2018,2,0,1,1546,36.214285714285715
1100,1/28/2018,2,15,3,1460,36.833333333333336
1101,1/28/2018,2,30,1,1680,37.82142857142857
1102,1/28/2018,3,0,2,1441,37.18181818181818
1103,1/28/2018,3,15,2,1071,38.7037037037037
1104,1/28/2018,3,30,1,808,37.69090909090909
1105,1/28/2018,3,45,1,634,37.8
1106,1/28/2018,4,0,2,530,37.320754716981135
1107,1/28/2018,5,0,2,360,38.03703703703704
1108,1/28/2018,5,15,2,341,38.529411764705884
1109,1/28/2018,5,45,1,363,38.78846153846154
1110,1/28/2018,7,30,2,925,36.5
1111,1/28/2018,8,15,1,1466,37.52459016393443
1112,1/28/2018,8,30,1,1573,36.86206896551724
1113,1/28/2018,9,15,1,2699,36.3728813559322
1114,1/28/2018,9,30,4,2632,36.66101694915254
1115,1/28/2018,9,45,5,2953,36.32203389830509
1116,1/28/2018,10,30,4,4215,34.967213114754095
1117,1/28/2018,10,45,2,4266,36.0
1118,1/28/2018,11,0,2,4843,35.440677966101696
1119,1/28/2018,11,15,2,5371,34.833333333333336
1120,1/28/2018,11,30,3,5475,34.78333333333333
1121,1/28/2018,12,0,1,5665,34.41379310344828
1122,1/28/2018,12,30,5,6172,34.172413793103445
1123,1/28/2018,12,45,1,5692,32.5
1124,1/28/2018,13,0,3,5814,33.285714285714285
1125,1/28/2018,13,15,1,6563,31.28813559322034
1126,1/28/2018,13,30,6,6559,30.983050847457626
1127,1/28/2018,13,45,4,6566,33.31147540983606
1128,1/28/2018,14,0,1,6445,32.47457627118644
1129,1/28/2018,14,15,1,6629,32.58620689655172
1130,1/28/2018,14,30,1,6437,31.627118644067796
1131,1/28/2018,14,45,2,6727,32.32786885245902
1132,1/28/2018,15,0,2,6621,32.28813559322034
1133,1/28/2018,15,15,2,6760,32.69491525423729
1134,1/28/2018,15,30,5,6492,31.83606557377049
1135,1/28/2018,15,45,2,6442,33.30508474576271
1136,1/28/2018,16,0,2,6488,34.05172413793103
1137,1/28/2018,16,15,1,6386,32.83050847457627
1138,1/28/2018,16,30,6,6605,31.728813559322035
1139,1/28/2018,16,45,3,6303,32.55172413793103
1140,1/28/2018,17,0,2,5976,33.94827586206897
1141,1/28/2018,17,30,2,6098,33.53333333333333
1142,1/28/2018,17,45,2,5969,34.16393442622951
1143,1/28/2018,18,0,1,5789,34.224137931034484
1144,1/28/2018,18,15,1,5688,33.43333333333333
1145,1/28/2018,18,30,2,5774,34.389830508474574
1146,1/28/2018,18,45,3,5762,34.37931034482759
1147,1/28/2018,19,15,1,5247,34.258620689655174
1148,1/28/2018,19,30,3,4672,34.15
1149,1/28/2018,19,45,3,4207,35.55172413793103
1150,1/28/2018,20,0,3,3742,35.526315789473685
1151,1/28/2018,20,45,2,3247,34.76271186440678
1152,1/28/2018,21,0,1,3130,35.85
1153,1/28/2018,21,15,1,2876,36.30508474576271
1154,1/28/2018,21,30,1,2625,36.20338983050848
1155,1/28/2018,21,45,1,2368,35.98275862068966
1156,1/28/2018,22,0,2,2309,36.03333333333333
1157,1/28/2018,22,15,1,2155,36.728813559322035
1158,1/28/2018,22,30,1,2007,37.31578947368421
1159,1/28/2018,22,45,2,1865,37.01754385964912
1160,1/28/2018,23,15,2,1250,38.05357142857143
1161,1/28/2018,23,30,1,1274,37.06896551724138
1162,1/28/2018,23,45,2,1145,37.473684210526315
1163,1/29/2018,0,15,2,829,36.410714285714285
1164,1/29/2018,1,45,1,363,35.45454545454545
1165,1/29/2018,2,0,3,325,37.20754716981132
1166,1/29/2018,2,30,1,352,38.735849056603776
1167,1/29/2018,3,15,1,194,37.25
1168,1/29/2018,4,15,1,213,38.568627450980394
1169,1/29/2018,5,0,2,381,38.58490566037736
1170,1/29/2018,5,30,2,595,39.27272727272727
1171,1/29/2018,6,0,1,1364,36.83050847457627
1172,1/29/2018,6,45,1,2579,38.08771929824562
1173,1/29/2018,7,0,1,3821,37.50847457627118
1174,1/29/2018,7,15,3,4717,36.56896551724138
1175,1/29/2018,7,45,4,5506,34.69642857142857
1176,1/29/2018,8,0,7,5436,33.57627118644068
1177,1/29/2018,8,15,4,6575,32.81666666666667
1178,1/29/2018,8,30,3,6472,32.186440677966104
1179,1/29/2018,8,45,3,6555,31.896551724137932
1180,1/29/2018,9,0,1,6375,33.473684210526315
1181,1/29/2018,9,15,3,6383,32.310344827586206
1182,1/29/2018,9,30,2,6131,32.3
1183,1/29/2018,9,45,4,6157,34.03448275862069
1184,1/29/2018,10,0,6,5749,36.08474576271186
1185,1/29/2018,10,15,2,5853,35.6
1186,1/29/2018,10,30,1,5375,35.44827586206897
1187,1/29/2018,10,45,4,5046,36.186440677966104
1188,1/29/2018,11,0,1,5187,35.224137931034484
1189,1/29/2018,11,30,1,5071,35.241379310344826
1190,1/29/2018,11,45,2,5775,33.63934426229508
1191,1/29/2018,12,0,3,6257,33.813559322033896
1192,1/29/2018,12,15,2,6544,34.13793103448276
1193,1/29/2018,12,30,4,6673,34.33898305084746
1194,1/29/2018,12,45,3,6744,34.33898305084746
1195,1/29/2018,13,0,4,6902,33.08196721311475
1196,1/29/2018,13,15,5,6571,33.442622950819676
1197,1/29/2018,13,30,1,6670,33.85
1198,1/29/2018,13,45,3,6551,35.0
1199,1/29/2018,14,0,2,6483,33.733333333333334
1200,1/29/2018,14,15,3,6253,35.728813559322035
1201,1/29/2018,14,30,3,6166,33.847457627118644
1202,1/29/2018,14,45,3,6146,34.8448275862069
1203,1/29/2018,15,0,2,6356,34.3728813559322
1204,1/29/2018,15,30,5,6483,33.66101694915254
1205,1/29/2018,16,0,6,7608,33.50877192982456
1206,1/29/2018,16,15,4,14523,31.905172413793103
1207,1/29/2018,16,30,5,1255,32.375
1208,1/29/2018,16,45,4,6072,30.6
1209,1/29/2018,17,0,2,8028,30.508474576271187
1210,1/29/2018,17,15,4,15504,30.294117647058822
1211,1/29/2018,17,30,6,2837,32.470588235294116
1212,1/29/2018,17,45,5,5228,27.285714285714285
1213,1/29/2018,18,0,3,8679,28.63768115942029
1214,1/29/2018,18,15,2,5975,30.235294117647058
1215,1/29/2018,18,30,6,7366,29.683333333333334
1216,1/29/2018,18,45,6,7796,30.475409836065573
1217,1/29/2018,19,15,1,6537,33.220338983050844
1218,1/29/2018,19,30,1,5827,33.67796610169491
1219,1/29/2018,20,0,1,4599,34.88333333333333
1220,1/29/2018,20,15,1,4263,33.81666666666667
1221,1/29/2018,20,30,4,3881,34.758620689655174
1222,1/29/2018,21,0,1,3288,35.824561403508774
1223,1/29/2018,21,15,1,3118,35.05263157894737
1224,1/29/2018,21,30,2,5895,36.34513274336283
1225,1/29/2018,22,0,1,476,42.25
1226,1/29/2018,22,15,2,2087,33.391304347826086
1227,1/29/2018,22,30,2,4117,36.2
1228,1/29/2018,22,45,1,1664,37.0
1229,1/29/2018,23,30,2,1262,37.0188679245283
1230,1/29/2018,23,45,1,1098,37.19298245614035
1231,1/3/2018,0,15,1,792,34.574074074074076
1232,1/3/2018,0,30,1,686,34.698113207547166
1233,1/3/2018,0,45,1,583,34.96296296296296
1234,1/3/2018,1,0,1,489,35.111111111111114
1235,1/3/2018,2,0,2,295,35.2
1236,1/3/2018,2,15,1,283,36.15384615384615
1237,1/3/2018,3,45,1,146,35.80487804878049
1238,1/3/2018,4,45,2,204,35.5625
1239,1/3/2018,5,0,1,289,35.42
1240,1/3/2018,5,15,2,405,34.611111111111114
1241,1/3/2018,5,45,1,740,35.36363636363637
1242,1/3/2018,6,15,4,1281,35.32142857142857
1243,1/3/2018,6,30,3,1529,36.236363636363635
1244,1/3/2018,6,45,3,2228,34.775862068965516
1245,1/3/2018,7,0,4,3085,34.660714285714285
1246,1/3/2018,7,15,9,4013,34.160714285714285
1247,1/3/2018,7,45,2,5439,33.30357142857143
1248,1/3/2018,8,0,6,5997,32.96551724137931
1249,1/3/2018,8,15,6,6001,32.17857142857143
1250,1/3/2018,8,30,1,5608,32.607142857142854
1251,1/3/2018,8,45,3,5708,32.05084745762712
1252,1/3/2018,9,0,6,5958,32.91228070175438
1253,1/3/2018,9,15,3,5924,33.898305084745765
1254,1/3/2018,9,30,3,5634,31.92982456140351
1255,1/3/2018,9,45,4,5300,34.232142857142854
1256,1/3/2018,10,0,3,5188,33.40350877192982
1257,1/3/2018,10,15,3,5339,33.0
1258,1/3/2018,10,30,1,4878,34.228070175438596
1259,1/3/2018,10,45,2,4447,34.01754385964912
1260,1/3/2018,11,0,3,4979,33.17857142857143
1261,1/3/2018,11,15,4,4960,33.214285714285715
1262,1/3/2018,11,30,2,4901,33.392857142857146
1263,1/3/2018,11,45,3,5492,34.01754385964912
1264,1/3/2018,12,0,1,5639,31.879310344827587
1265,1/3/2018,12,15,5,5896,32.91379310344828
1266,1/3/2018,13,0,3,6142,32.05263157894737
1267,1/3/2018,13,15,4,6243,31.603448275862068
1268,1/3/2018,13,30,4,6254,31.842105263157894
1269,1/3/2018,13,45,1,6140,32.5
1270,1/3/2018,14,0,2,5903,32.152542372881356
1271,1/3/2018,14,15,1,5876,33.05263157894737
1272,1/3/2018,14,30,3,5749,32.6140350877193
1273,1/3/2018,14,45,2,5835,33.54237288135593
1274,1/3/2018,15,0,2,5935,32.642857142857146
1275,1/3/2018,15,15,1,6351,31.949152542372882
1276,1/3/2018,15,30,1,6511,32.5
1277,1/3/2018,15,45,1,6817,33.29824561403509
1278,1/3/2018,16,0,4,6809,32.87719298245614
1279,1/3/2018,16,15,3,7092,30.379310344827587
1280,1/3/2018,16,30,2,7452,30.964912280701753
1281,1/3/2018,16,45,3,6838,31.35593220338983
1282,1/3/2018,17,0,8,7587,30.05263157894737
1283,1/3/2018,17,15,2,7765,28.982456140350877
1284,1/3/2018,17,30,4,7343,27.321428571428573
1285,1/3/2018,17,45,3,8063,27.779661016949152
1286,1/3/2018,18,0,6,8023,28.694915254237287
1287,1/3/2018,18,15,5,7680,28.362068965517242
1288,1/3/2018,18,30,6,7408,28.928571428571427
1289,1/3/2018,18,45,4,7153,31.45762711864407
1290,1/3/2018,19,0,4,6422,32.06896551724138
1291,1/3/2018,19,15,6,5759,33.49122807017544
1292,1/3/2018,20,0,2,4231,33.517857142857146
1293,1/3/2018,20,15,1,3808,35.12280701754386
1294,1/3/2018,20,30,3,3474,33.07142857142857
1295,1/3/2018,20,45,2,3390,33.64912280701754
1296,1/3/2018,21,30,1,2742,34.14545454545455
1297,1/3/2018,22,0,2,2364,35.166666666666664
1298,1/3/2018,22,15,3,2212,34.55357142857143
1299,1/3/2018,22,30,1,2135,34.51851851851852
1300,1/3/2018,22,45,1,1890,34.054545454545455
1301,1/3/2018,23,0,3,1560,33.80357142857143
1302,1/30/2018,0,30,1,804,36.75
1303,1/30/2018,1,30,1,399,37.32
1304,1/30/2018,3,30,1,191,37.84313725490196
1305,1/30/2018,4,0,1,184,37.3125
1306,1/30/2018,4,45,2,291,37.67307692307692
1307,1/30/2018,5,15,1,575,38.39622641509434
1308,1/30/2018,5,30,1,717,38.0
1309,1/30/2018,6,45,2,2627,37.75438596491228
1310,1/30/2018,7,0,3,3954,37.08771929824562
1311,1/30/2018,7,15,3,5065,35.63793103448276
1312,1/30/2018,7,30,3,5298,35.74576271186441
1313,1/30/2018,7,45,2,5513,34.6271186440678
1314,1/30/2018,8,0,2,5371,33.6
1315,1/30/2018,8,15,3,5915,32.39655172413793
1316,1/30/2018,8,30,4,14126,32.31404958677686
1317,1/30/2018,8,45,8,7177,31.423728813559322
1318,1/30/2018,9,0,2,591,35.57142857142857
1319,1/30/2018,9,15,2,5731,31.654545454545456
1320,1/30/2018,9,30,2,6063,32.42622950819672
1321,1/30/2018,9,45,2,5270,34.53333333333333
1322,1/30/2018,10,0,3,6300,36.271186440677965
1323,1/30/2018,10,15,1,5775,35.67796610169491
1324,1/30/2018,10,45,1,5227,36.310344827586206
1325,1/30/2018,11,0,1,5346,34.42372881355932
1326,1/30/2018,11,15,1,5370,35.13333333333333
1327,1/30/2018,11,30,3,5791,35.898305084745765
1328,1/30/2018,11,45,5,6134,34.35
1329,1/30/2018,12,0,1,6593,34.91525423728814
1330,1/30/2018,12,15,5,6711,35.25
1331,1/30/2018,12,45,2,6751,34.63793103448276
1332,1/30/2018,13,0,9,6937,33.8448275862069
1333,1/30/2018,13,15,2,6856,33.36666666666667
1334,1/30/2018,13,30,1,7034,33.775862068965516
1335,1/30/2018,14,0,2,6611,34.1551724137931
1336,1/30/2018,14,15,3,6311,35.355932203389834
1337,1/30/2018,14,30,4,6485,34.706896551724135
1338,1/30/2018,14,45,6,6505,33.96610169491525
1339,1/30/2018,15,0,1,6613,34.78947368421053
1340,1/30/2018,15,15,5,6550,34.0
1341,1/30/2018,15,30,2,7120,34.11864406779661
1342,1/30/2018,15,45,1,7261,33.172413793103445
1343,1/30/2018,16,0,1,13545,34.10909090909091
1344,1/30/2018,16,30,6,6914,32.0
1345,1/30/2018,16,45,3,7085,30.185185185185187
1346,1/30/2018,17,0,3,7310,30.85
1347,1/30/2018,17,15,3,14737,30.19327731092437
1348,1/30/2018,17,30,1,2695,27.82608695652174
1349,1/30/2018,17,45,3,4837,28.083333333333332
1350,1/30/2018,18,0,3,8627,29.396825396825395
1351,1/30/2018,18,15,1,6351,29.62962962962963
1352,1/30/2018,18,30,3,7827,29.46551724137931
1353,1/30/2018,18,45,3,7795,30.9
1354,1/30/2018,19,0,8,7312,32.56666666666667
1355,1/30/2018,19,15,2,6717,33.266666666666666
1356,1/30/2018,19,30,3,6094,34.12068965517241
1357,1/30/2018,19,45,3,5648,33.88135593220339
1358,1/30/2018,20,0,2,5016,35.1551724137931
1359,1/30/2018,20,15,3,4439,34.51724137931034
1360,1/30/2018,20,45,1,3784,34.79661016949152
1361,1/30/2018,21,0,1,3635,36.19298245614035
1362,1/30/2018,21,15,1,3403,35.14035087719298
1363,1/30/2018,21,30,3,3304,33.23728813559322
1364,1/30/2018,21,45,2,2983,35.964285714285715
1365,1/30/2018,22,15,1,2597,36.08474576271186
1366,1/30/2018,22,30,1,2534,37.473684210526315
1367,1/30/2018,23,0,1,1805,36.63793103448276
1368,1/30/2018,23,15,1,1590,36.333333333333336
1369,1/31/2018,0,0,1,1067,37.98245614035088
1370,1/31/2018,0,45,2,762,36.74074074074074
1371,1/31/2018,1,15,1,433,36.95744680851064
1372,1/31/2018,3,15,1,235,37.0
1373,1/31/2018,4,0,1,199,37.44230769230769
1374,1/31/2018,4,45,1,300,37.64150943396226
1375,1/31/2018,5,0,1,360,35.895833333333336
1376,1/31/2018,6,0,1,1488,38.94642857142857
1377,1/31/2018,6,15,3,1793,38.285714285714285
1378,1/31/2018,6,45,1,2903,38.779661016949156
1379,1/31/2018,7,0,2,3939,36.88135593220339
1380,1/31/2018,7,15,3,4543,36.293103448275865
1381,1/31/2018,7,30,5,5595,35.186440677966104
1382,1/31/2018,7,45,4,5699,33.94915254237288
1383,1/31/2018,8,0,1,6416,33.40983606557377
1384,1/31/2018,8,15,2,6450,31.508196721311474
1385,1/31/2018,8,45,3,6510,32.016666666666666
1386,1/31/2018,9,0,3,11555,31.96153846153846
1387,1/31/2018,9,15,1,1417,37.76923076923077
1388,1/31/2018,9,30,4,6165,33.50847457627118
1389,1/31/2018,9,45,7,5974,34.516666666666666
1390,1/31/2018,10,30,3,5535,35.63793103448276
1391,1/31/2018,10,45,2,5509,36.1
1392,1/31/2018,11,0,4,5558,35.266666666666666
1393,1/31/2018,11,15,1,5617,34.69491525423729
1394,1/31/2018,11,30,3,6104,34.067796610169495
1395,1/31/2018,11,45,3,6263,34.206896551724135
1396,1/31/2018,12,0,4,6522,33.666666666666664
1397,1/31/2018,12,15,3,6782,34.719298245614034
1398,1/31/2018,12,30,3,7055,33.25423728813559
1399,1/31/2018,12,45,3,6694,34.46551724137931
1400,1/31/2018,13,0,1,6972,34.4
1401,1/31/2018,13,15,1,6675,34.16949152542373
1402,1/31/2018,13,30,5,7047,33.189655172413794
1403,1/31/2018,13,45,1,6681,33.833333333333336
1404,1/31/2018,14,0,3,6586,33.610169491525426
1405,1/31/2018,14,15,7,6359,34.48275862068966
1406,1/31/2018,14,30,3,6461,34.516666666666666
1407,1/31/2018,14,45,2,6652,33.101694915254235
1408,1/31/2018,15,0,7,13017,35.03603603603604
1409,1/31/2018,15,15,3,3368,35.36
1410,1/31/2018,15,30,5,3908,30.939393939393938
1411,1/31/2018,15,45,5,7166,34.032786885245905
1412,1/31/2018,16,0,2,7462,32.01639344262295
1413,1/31/2018,16,15,3,6839,31.589285714285715
1414,1/31/2018,16,30,2,6221,29.714285714285715
1415,1/31/2018,16,45,3,6673,29.763636363636362
1416,1/31/2018,17,0,7,6764,29.714285714285715
1417,1/31/2018,17,15,5,14960,28.572649572649574
1418,1/31/2018,17,30,3,2176,24.833333333333332
1419,1/31/2018,17,45,2,4967,29.476190476190474
1420,1/31/2018,18,0,2,7618,26.93548387096774
1421,1/31/2018,18,15,2,7389,27.925925925925927
1422,1/31/2018,18,30,2,7668,28.033898305084747
1423,1/31/2018,18,45,1,7621,30.310344827586206
1424,1/31/2018,19,0,2,7841,30.166666666666668
1425,1/31/2018,19,15,2,6936,32.258620689655174
1426,1/31/2018,19,30,6,6891,32.50847457627118
1427,1/31/2018,19,45,1,6173,34.42372881355932
1428,1/31/2018,20,0,1,5525,35.20338983050848
1429,1/31/2018,20,30,1,4573,35.36206896551724
1430,1/31/2018,20,45,1,4201,35.33898305084746
1431,1/31/2018,21,0,2,4026,35.13793103448276
1432,1/31/2018,21,30,2,3870,35.016949152542374
1433,1/31/2018,22,15,2,2979,36.241379310344826
1434,1/31/2018,23,0,1,2093,36.5
1435,1/31/2018,23,15,2,1851,37.224137931034484
1436,1/31/2018,23,45,4,1377,37.172413793103445
1437,1/4/2018,0,30,1,815,34.654545454545456
1438,1/4/2018,1,15,2,558,34.79245283018868
1439,1/4/2018,1,45,1,419,34.074074074074076
1440,1/4/2018,2,0,1,354,35.63461538461539
1441,1/4/2018,3,30,2,194,35.46153846153846
1442,1/4/2018,3,45,1,239,35.0
1443,1/4/2018,4,30,2,217,35.0377358490566
1444,1/4/2018,4,45,1,234,34.705882352941174
1445,1/4/2018,5,15,4,412,37.05882352941177
1446,1/4/2018,5,30,1,493,35.7037037037037
1447,1/4/2018,6,15,1,1469,36.01851851851852
1448,1/4/2018,6,30,2,1645,36.714285714285715
1449,1/4/2018,6,45,1,2291,37.07142857142857
1450,1/4/2018,7,15,5,4668,34.80357142857143
1451,1/4/2018,7,30,3,5121,32.689655172413794
1452,1/4/2018,7,45,5,5170,32.54385964912281
1453,1/4/2018,8,0,3,5681,32.32142857142857
1454,1/4/2018,8,15,5,6362,32.62068965517241
1455,1/4/2018,8,30,3,6054,31.79310344827586
1456,1/4/2018,8,45,2,5766,31.446428571428573
1457,1/4/2018,9,0,1,6322,32.44827586206897
1458,1/4/2018,9,15,1,6175,33.293103448275865
1459,1/4/2018,9,30,3,5375,32.10526315789474
1460,1/4/2018,9,45,1,5375,34.68421052631579
1461,1/4/2018,10,15,4,5130,35.07272727272727
1462,1/4/2018,10,30,3,4961,33.91228070175438
1463,1/4/2018,10,45,1,4715,34.94736842105263
1464,1/4/2018,11,0,2,4869,34.50909090909091
1465,1/4/2018,11,15,1,5051,33.6
1466,1/4/2018,11,30,1,5086,33.94736842105263
1467,1/4/2018,11,45,2,10852,33.0
1468,1/4/2018,12,0,3,5879,32.839285714285715
1469,1/4/2018,12,15,2,6039,32.85964912280702
1470,1/4/2018,12,30,1,6112,32.31578947368421
1471,1/4/2018,12,45,5,6114,33.719298245614034
1472,1/4/2018,13,0,1,6272,31.913793103448278
1473,1/4/2018,13,15,3,6332,31.93103448275862
1474,1/4/2018,13,30,3,6371,32.43103448275862
1475,1/4/2018,13,45,3,6229,32.66101694915254
1476,1/4/2018,14,0,4,5975,32.05263157894737
1477,1/4/2018,14,15,6,5715,32.98245614035088
1478,1/4/2018,14,30,2,5815,32.392857142857146
1479,1/4/2018,14,45,1,5818,32.92982456140351
1480,1/4/2018,15,0,3,6171,31.75
1481,1/4/2018,15,15,3,6408,32.86206896551724
1482,1/4/2018,15,30,4,6449,32.17857142857143
1483,1/4/2018,15,45,3,6602,32.03448275862069
1484,1/4/2018,16,0,3,6507,32.53703703703704
1485,1/4/2018,16,15,4,6569,32.98148148148148
1486,1/4/2018,16,30,4,6844,30.280701754385966
1487,1/4/2018,16,45,4,7389,30.649122807017545
1488,1/4/2018,17,0,2,6958,29.17543859649123
1489,1/4/2018,17,15,2,7909,27.178571428571427
1490,1/4/2018,17,30,6,6376,29.358490566037737
1491,1/4/2018,17,45,2,6316,28.566037735849058
1492,1/4/2018,18,0,3,7569,27.76271186440678
1493,1/4/2018,18,15,6,7487,28.589285714285715
1494,1/4/2018,18,30,2,6988,28.596491228070175
1495,1/4/2018,18,45,3,7265,29.12280701754386
1496,1/4/2018,19,0,2,6046,31.529411764705884
1497,1/4/2018,19,15,2,5429,32.76470588235294
1498,1/4/2018,19,30,5,5426,32.6140350877193
1499,1/4/2018,19,45,2,4934,32.87931034482759
1500,1/4/2018,20,0,1,4345,33.810344827586206
1501,1/4/2018,20,15,3,4042,33.53448275862069
1502,1/4/2018,20,30,1,3780,34.3859649122807
1503,1/4/2018,20,45,1,3392,34.40350877192982
1504,1/4/2018,21,15,1,3079,34.421052631578945
1505,1/4/2018,21,45,1,2901,34.607142857142854
1506,1/4/2018,22,0,1,2675,35.14545454545455
1507,1/4/2018,22,45,1,2001,33.94642857142857
1508,1/4/2018,23,0,1,1802,35.142857142857146
1509,1/4/2018,23,30,2,1497,34.6
1510,1/5/2018,0,15,2,1066,34.45454545454545
1511,1/5/2018,0,30,1,999,36.25454545454546
1512,1/5/2018,0,45,1,966,36.43396226415094
1513,1/5/2018,1,0,1,747,35.0
1514,1/5/2018,1,15,1,652,36.568627450980394
1515,1/5/2018,1,30,1,585,36.0188679245283
1516,1/5/2018,2,0,2,490,36.27450980392157
1517,1/5/2018,2,45,1,440,36.26923076923077
1518,1/5/2018,3,30,1,215,36.630434782608695
1519,1/5/2018,3,45,1,219,36.857142857142854
1520,1/5/2018,5,15,1,454,35.25
1521,1/5/2018,5,30,2,543,36.2962962962963
1522,1/5/2018,5,45,4,844,37.01851851851852
1523,1/5/2018,6,0,1,1215,36.03636363636364
1524,1/5/2018,6,15,1,1410,37.05357142857143
1525,1/5/2018,6,30,2,1801,37.41818181818182
1526,1/5/2018,6,45,1,2383,35.29824561403509
1527,1/5/2018,7,15,3,4266,34.0
1528,1/5/2018,7,30,2,5110,33.62068965517241
1529,1/5/2018,7,45,5,5740,33.142857142857146
1530,1/5/2018,8,0,3,5496,32.857142857142854
1531,1/5/2018,8,15,2,5598,32.275862068965516
1532,1/5/2018,8,30,2,5658,32.175438596491226
1533,1/5/2018,8,45,2,5644,32.035714285714285
1534,1/5/2018,9,0,5,6402,34.10526315789474
1535,1/5/2018,9,15,3,5656,33.66101694915254
1536,1/5/2018,9,30,1,5901,33.719298245614034
1537,1/5/2018,9,45,1,5776,33.94736842105263
1538,1/5/2018,10,0,4,5700,34.13793103448276
1539,1/5/2018,10,15,2,5303,34.27272727272727
1540,1/5/2018,10,30,2,5184,34.771929824561404
1541,1/5/2018,10,45,1,5098,33.67857142857143
1542,1/5/2018,11,0,2,4983,34.017857142857146
1543,1/5/2018,11,30,1,5359,33.236363636363635
1544,1/5/2018,11,45,5,5317,33.775862068965516
1545,1/5/2018,12,0,3,5987,32.285714285714285
1546,1/5/2018,12,30,3,6254,32.214285714285715
1547,1/5/2018,12,45,3,6333,32.74576271186441
1548,1/5/2018,13,0,5,6349,33.228070175438596
1549,1/5/2018,13,15,2,6561,31.90909090909091
1550,1/5/2018,13,30,3,6598,31.17543859649123
1551,1/5/2018,13,45,5,6720,31.526315789473685
1552,1/5/2018,14,0,5,6608,31.70689655172414
1553,1/5/2018,14,15,5,6564,32.63157894736842
1554,1/5/2018,14,30,6,6510,30.93220338983051
1555,1/5/2018,14,45,4,6690,32.310344827586206
1556,1/5/2018,15,0,4,6797,31.655172413793103
1557,1/5/2018,15,15,5,6944,32.89655172413793
1558,1/5/2018,15,30,4,7191,30.93103448275862
1559,1/5/2018,15,45,3,6944,32.44827586206897
1560,1/5/2018,16,0,3,7229,32.01754385964912
1561,1/5/2018,16,15,5,7290,30.771929824561404
1562,1/5/2018,16,30,6,7719,29.70175438596491
1563,1/5/2018,16,45,5,7002,29.803571428571427
1564,1/5/2018,17,0,3,7225,27.428571428571427
1565,1/5/2018,17,15,2,7982,25.70909090909091
1566,1/5/2018,17,30,3,7868,25.29824561403509
1567,1/5/2018,17,45,6,7480,24.92982456140351
1568,1/5/2018,18,0,4,8044,26.517857142857142
1569,1/5/2018,18,15,6,7064,28.379310344827587
1570,1/5/2018,18,30,3,7529,27.649122807017545
1571,1/5/2018,18,45,2,7185,27.29824561403509
1572,1/5/2018,19,0,4,6857,30.303571428571427
1573,1/5/2018,19,15,2,6550,31.285714285714285
1574,1/5/2018,19,30,2,5959,30.8135593220339
1575,1/5/2018,20,0,3,5333,32.517857142857146
1576,1/5/2018,20,15,1,4952,33.163636363636364
1577,1/5/2018,20,30,4,4603,32.45614035087719
1578,1/5/2018,20,45,2,4249,33.6
1579,1/5/2018,21,0,2,3991,32.724137931034484
1580,1/5/2018,21,15,1,3792,34.27272727272727
1581,1/5/2018,21,30,1,3573,33.61818181818182
1582,1/5/2018,21,45,2,3598,34.345454545454544
1583,1/5/2018,22,0,2,3486,34.19298245614035
1584,1/5/2018,22,30,1,3168,32.767857142857146
1585,1/5/2018,22,45,1,2878,33.357142857142854
1586,1/5/2018,23,15,1,2692,33.392857142857146
1587,1/5/2018,23,30,1,2610,32.732142857142854
1588,1/5/2018,23,45,1,2269,32.67857142857143
1589,1/6/2018,0,0,2,2017,33.3859649122807
1590,1/6/2018,0,15,1,1946,34.535714285714285
1591,1/6/2018,0,45,1,1631,34.345454545454544
1592,1/6/2018,1,15,1,1461,35.4
1593,1/6/2018,2,15,1,1076,34.54545454545455
1594,1/6/2018,2,30,1,1224,35.351851851851855
1595,1/6/2018,2,45,1,1072,36.054545454545455
1596,1/6/2018,4,30,1,276,35.88461538461539
1597,1/6/2018,5,0,2,270,36.094339622641506
1598,1/6/2018,5,15,1,305,36.44897959183673
1599,1/6/2018,6,45,2,696,34.43478260869565
1600,1/6/2018,7,0,1,1053,35.24528301886792
1601,1/6/2018,7,45,1,1261,32.8448275862069
1602,1/6/2018,8,0,2,1515,34.1578947368421
1603,1/6/2018,8,30,1,1838,34.892857142857146
1604,1/6/2018,8,45,1,2087,34.32727272727273
1605,1/6/2018,9,15,1,2703,33.6551724137931
1606,1/6/2018,9,30,2,2941,34.339285714285715
1607,1/6/2018,9,45,1,3173,34.05357142857143
1608,1/6/2018,10,0,1,3701,34.625
1609,1/6/2018,10,15,3,3960,35.05263157894737
1610,1/6/2018,10,30,1,4277,33.224137931034484
1611,1/6/2018,10,45,3,4268,35.0
1612,1/6/2018,11,15,7,4624,33.189655172413794
1613,1/6/2018,11,30,2,4695,34.43103448275862
1614,1/6/2018,11,45,1,5038,35.41379310344828
1615,1/6/2018,12,0,4,5302,33.87931034482759
1616,1/6/2018,12,15,2,5712,32.37931034482759
1617,1/6/2018,12,30,6,5854,33.175438596491226
1618,1/6/2018,12,45,3,5666,31.803571428571427
1619,1/6/2018,13,0,1,5830,32.80701754385965
1620,1/6/2018,13,15,4,6152,32.357142857142854
1621,1/6/2018,13,30,2,6290,30.912280701754387
1622,1/6/2018,13,45,6,6333,31.263157894736842
1623,1/6/2018,14,0,1,6081,30.661016949152543
