,Date,Hour,Number_of_Incidents
5055,5/22/2018,6,7
5056,5/22/2018,7,11
5057,5/22/2018,8,19
5058,5/22/2018,9,7
5059,5/22/2018,10,9
5060,5/22/2018,11,6
5061,5/22/2018,12,11
5062,5/22/2018,13,17
5063,5/22/2018,14,10
5064,5/22/2018,15,17
5065,5/22/2018,16,23
5066,5/22/2018,17,12
5067,5/22/2018,18,14
5068,5/22/2018,19,15
5069,5/22/2018,20,14
5070,5/22/2018,21,9
5071,5/22/2018,22,8
5072,5/22/2018,23,1
5073,5/23/2018,1,2
5074,5/23/2018,3,3
5075,5/23/2018,4,1
5076,5/23/2018,5,6
5077,5/23/2018,6,6
5078,5/23/2018,7,13
5079,5/23/2018,8,10
5080,5/23/2018,9,11
5081,5/23/2018,10,8
5082,5/23/2018,11,11
5083,5/23/2018,12,17
5084,5/23/2018,13,9
5085,5/23/2018,14,14
5086,5/23/2018,15,11
5087,5/23/2018,16,17
5088,5/23/2018,17,20
5089,5/23/2018,18,18
5090,5/23/2018,19,11
5091,5/23/2018,20,3
5092,5/23/2018,21,9
5093,5/23/2018,22,8
5094,5/23/2018,23,4
5095,5/24/2018,0,3
5096,5/24/2018,1,3
5097,5/24/2018,2,1
5098,5/24/2018,3,1
5099,5/24/2018,4,2
5100,5/24/2018,5,3
5101,5/24/2018,6,7
5102,5/24/2018,7,8
5103,5/24/2018,8,13
5104,5/24/2018,9,11
5105,5/24/2018,10,14
5106,5/24/2018,11,13
5107,5/24/2018,12,7
5108,5/24/2018,13,20
5109,5/24/2018,14,14
5110,5/24/2018,15,13
5111,5/24/2018,16,20
5112,5/24/2018,17,14
5113,5/24/2018,18,12
5114,5/24/2018,19,12
5115,5/24/2018,20,10
5116,5/24/2018,21,10
5117,5/24/2018,22,7
5118,5/24/2018,23,4
5119,5/25/2018,0,7
5120,5/25/2018,1,2
5121,5/25/2018,2,2
5122,5/25/2018,3,3
5123,5/25/2018,5,1
5124,5/25/2018,6,8
5125,5/25/2018,7,15
5126,5/25/2018,8,13
5127,5/25/2018,9,16
5128,5/25/2018,10,22
5129,5/25/2018,11,9
5130,5/25/2018,12,16
5131,5/25/2018,13,16
5132,5/25/2018,14,18
5133,5/25/2018,15,18
5134,5/25/2018,16,24
5135,5/25/2018,17,9
5136,5/25/2018,18,18
5137,5/25/2018,19,9
5138,5/25/2018,20,5
5139,5/25/2018,21,16
5140,5/25/2018,22,4
5141,5/25/2018,23,9
5142,5/26/2018,0,6
5143,5/26/2018,1,4
5144,5/26/2018,2,3
5145,5/26/2018,3,2
5146,5/26/2018,4,5
5147,5/26/2018,6,1
5148,5/26/2018,7,5
5149,5/26/2018,8,7
5150,5/26/2018,9,5
5151,5/26/2018,10,13
5152,5/26/2018,11,11
5153,5/26/2018,12,6
5154,5/26/2018,13,16
5155,5/26/2018,14,11
5156,5/26/2018,15,9
5157,5/26/2018,16,12
5158,5/26/2018,17,16
5159,5/26/2018,18,10
5160,5/26/2018,19,11
5161,5/26/2018,20,9
5162,5/26/2018,21,10
5163,5/26/2018,22,13
5164,5/26/2018,23,4
5165,5/27/2018,0,6
5166,5/27/2018,1,1
5167,5/27/2018,2,4
5168,5/27/2018,3,7
5169,5/27/2018,5,1
5170,5/27/2018,6,3
5171,5/27/2018,10,1
5172,5/27/2018,11,6
5173,5/27/2018,12,5
5174,5/27/2018,13,8
5175,5/27/2018,14,8
5176,5/27/2018,15,12
5177,5/27/2018,16,5
5178,5/27/2018,17,8
5179,5/27/2018,18,3
5180,5/27/2018,19,12
5181,5/27/2018,20,5
5182,5/27/2018,21,7
5183,5/27/2018,22,6
5184,5/27/2018,23,5
5185,5/28/2018,0,5
5186,5/28/2018,1,6
5187,5/28/2018,2,4
5188,5/28/2018,3,2
5189,5/28/2018,4,3
5190,5/28/2018,6,2
5191,5/28/2018,7,5
5192,5/28/2018,8,8
5193,5/28/2018,9,4
5194,5/28/2018,10,2
5195,5/28/2018,11,6
5196,5/28/2018,12,12
5197,5/28/2018,13,6
5198,5/28/2018,14,11
5199,5/28/2018,15,10
5200,5/28/2018,16,11
5201,5/28/2018,17,15
5202,5/28/2018,18,12
5203,5/28/2018,19,9
5204,5/28/2018,20,4
5205,5/28/2018,21,5
5206,5/28/2018,22,10
5207,5/28/2018,23,2
5208,5/29/2018,0,5
5209,5/29/2018,1,2
5210,5/29/2018,2,2
5211,5/29/2018,3,4
5212,5/29/2018,4,1
5213,5/29/2018,5,3
5214,5/29/2018,6,7
5215,5/29/2018,7,16
5216,5/29/2018,8,23
5217,5/29/2018,9,10
5218,5/29/2018,10,4
5219,5/29/2018,11,10
5220,5/29/2018,12,16
5221,5/29/2018,13,14
5222,5/29/2018,14,17
5223,5/29/2018,15,18
5224,5/29/2018,16,26
5225,5/29/2018,17,15
5226,5/29/2018,18,13
5227,5/29/2018,19,12
5228,5/29/2018,20,10
5229,5/29/2018,21,8
5230,5/29/2018,22,5
5231,5/29/2018,23,4
5232,5/3/2018,0,4
5233,5/3/2018,1,2
5234,5/3/2018,2,3
5235,5/3/2018,4,1
5236,5/3/2018,5,3
5237,5/3/2018,6,6
5238,5/3/2018,7,19
5239,5/3/2018,8,7
5240,5/3/2018,9,10
5241,5/3/2018,10,7
5242,5/3/2018,11,10
5243,5/3/2018,12,16
5244,5/3/2018,13,14
5245,5/3/2018,14,11
5246,5/3/2018,15,11
5247,5/3/2018,16,12
5248,5/3/2018,17,13
5249,5/3/2018,18,11
5250,5/3/2018,19,10
5251,5/3/2018,20,8
5252,5/3/2018,21,7
5253,5/3/2018,22,9
5254,5/3/2018,23,2
5255,5/30/2018,0,1
5256,5/30/2018,1,1
5257,5/30/2018,4,1
5258,5/30/2018,5,5
5259,5/30/2018,6,4
5260,5/30/2018,7,13
5261,5/30/2018,8,15
5262,5/30/2018,9,6
5263,5/30/2018,10,8
5264,5/30/2018,11,7
5265,5/30/2018,12,11
5266,5/30/2018,13,19
5267,5/30/2018,14,11
5268,5/30/2018,15,20
5269,5/30/2018,16,18
5270,5/30/2018,17,21
5271,5/30/2018,18,18
5272,5/30/2018,19,10
5273,5/30/2018,20,8
5274,5/30/2018,21,9
5275,5/30/2018,22,5
5276,5/30/2018,23,3
5277,5/31/2018,0,1
5278,5/31/2018,2,1
5279,5/31/2018,3,1
5280,5/31/2018,4,3
5281,5/31/2018,5,3
5282,5/31/2018,6,8
5283,5/31/2018,7,8
5284,5/31/2018,8,7
5285,5/31/2018,9,17
5286,5/31/2018,10,20
5287,5/31/2018,11,15
5288,5/31/2018,12,19
5289,5/31/2018,13,12
5290,5/31/2018,14,12
5291,5/31/2018,15,8
5292,5/31/2018,16,13
5293,5/31/2018,17,20
5294,5/31/2018,18,13
5295,5/31/2018,19,8
5296,5/31/2018,20,12
5297,5/31/2018,21,16
5298,5/31/2018,22,7
5299,5/31/2018,23,3
5300,5/4/2018,0,4
5301,5/4/2018,1,4
5302,5/4/2018,2,4
5303,5/4/2018,3,3
5304,5/4/2018,4,2
5305,5/4/2018,5,4
5306,5/4/2018,6,8
5307,5/4/2018,7,14
5308,5/4/2018,8,10
5309,5/4/2018,9,11
5310,5/4/2018,10,58
5311,5/4/2018,11,52
5312,5/4/2018,12,33
5313,5/4/2018,13,25
5314,5/4/2018,14,22
5315,5/4/2018,15,31
5316,5/4/2018,16,27
5317,5/4/2018,17,19
5318,5/4/2018,18,19
5319,5/4/2018,19,8
5320,5/4/2018,20,12
5321,5/4/2018,21,16
5322,5/4/2018,22,6
5323,5/4/2018,23,2
5324,5/5/2018,0,2
5325,5/5/2018,1,5
5326,5/5/2018,2,4
5327,5/5/2018,3,1
5328,5/5/2018,4,1
5329,5/5/2018,5,3
5330,5/5/2018,6,3
5331,5/5/2018,7,5
5332,5/5/2018,8,7
5333,5/5/2018,9,9
5334,5/5/2018,10,9
5335,5/5/2018,11,10
5336,5/5/2018,12,16
5337,5/5/2018,13,12
5338,5/5/2018,14,13
5339,5/5/2018,15,15
5340,5/5/2018,16,13
5341,5/5/2018,17,9
5342,5/5/2018,18,10
5343,5/5/2018,19,9
5344,5/5/2018,20,8
5345,5/5/2018,21,9
5346,5/5/2018,22,14
5347,5/5/2018,23,8
5348,5/6/2018,0,6
5349,5/6/2018,1,8
5350,5/6/2018,2,3
5351,5/6/2018,3,4
5352,5/6/2018,4,1
5353,5/6/2018,5,2
5354,5/6/2018,6,4
5355,5/6/2018,7,4
5356,5/6/2018,8,3
5357,5/6/2018,9,8
5358,5/6/2018,10,8
5359,5/6/2018,11,6
5360,5/6/2018,12,15
5361,5/6/2018,13,16
5362,5/6/2018,14,11
5363,5/6/2018,15,4
5364,5/6/2018,16,11
5365,5/6/2018,17,9
5366,5/6/2018,18,11
5367,5/6/2018,19,7
5368,5/6/2018,20,10
5369,5/6/2018,21,10
5370,5/6/2018,22,5
5371,5/6/2018,23,5
5372,5/7/2018,0,2
5373,5/7/2018,1,2
5374,5/7/2018,3,2
5375,5/7/2018,4,1
5376,5/7/2018,5,4
5377,5/7/2018,6,4
5378,5/7/2018,7,14
5379,5/7/2018,8,9
5380,5/7/2018,9,15
5381,5/7/2018,10,9
5382,5/7/2018,11,9
5383,5/7/2018,12,15
5384,5/7/2018,13,18
5385,5/7/2018,14,10
5386,5/7/2018,15,9
5387,5/7/2018,16,11
5388,5/7/2018,17,25
5389,5/7/2018,18,17
5390,5/7/2018,19,7
5391,5/7/2018,20,4
5392,5/7/2018,21,5
5393,5/7/2018,22,11
5394,5/7/2018,23,1
5395,5/8/2018,0,2
5396,5/8/2018,1,2
5397,5/8/2018,4,1
5398,5/8/2018,5,3
5399,5/8/2018,6,7
5400,5/8/2018,7,11
5401,5/8/2018,8,15
5402,5/8/2018,9,14
5403,5/8/2018,10,16
5404,5/8/2018,11,11
5405,5/8/2018,12,10
5406,5/8/2018,13,11
5407,5/8/2018,14,16
5408,5/8/2018,15,5
5409,5/8/2018,16,16
5410,5/8/2018,17,22
5411,5/8/2018,18,15
5412,5/8/2018,19,11
5413,5/8/2018,20,3
5414,5/8/2018,21,8
5415,5/8/2018,22,16
5416,5/8/2018,23,10
5417,5/9/2018,0,4
5418,5/9/2018,1,2
5419,5/9/2018,5,3
5420,5/9/2018,6,6
5421,5/9/2018,7,8
5422,5/9/2018,8,18
5423,5/9/2018,9,4
5424,5/9/2018,10,11
5425,5/9/2018,11,14
5426,5/9/2018,12,8
5427,5/9/2018,13,9
5428,5/9/2018,14,13
5429,5/9/2018,15,18
5430,5/9/2018,16,19
5431,5/9/2018,17,26
5432,5/9/2018,18,19
5433,5/9/2018,19,14
5434,5/9/2018,20,7
5435,5/9/2018,21,4
5436,5/9/2018,22,6
5437,5/9/2018,23,5
5438,6/1/2018,0,5
5439,6/1/2018,1,1
5440,6/1/2018,2,1
5441,6/1/2018,4,1
5442,6/1/2018,5,1
5443,6/1/2018,6,4
5444,6/1/2018,7,13
5445,6/1/2018,8,13
5446,6/1/2018,9,17
5447,6/1/2018,10,11
5448,6/1/2018,11,8
5449,6/1/2018,12,20
5450,6/1/2018,13,15
5451,6/1/2018,14,16
5452,6/1/2018,15,16
5453,6/1/2018,16,23
5454,6/1/2018,17,23
5455,6/1/2018,18,19
5456,6/1/2018,19,11
5457,6/1/2018,20,7
5458,6/1/2018,21,8
5459,6/1/2018,22,10
5460,6/1/2018,23,6
5461,6/10/2018,0,1
5462,6/10/2018,1,1
5463,6/10/2018,2,9
5464,6/10/2018,3,2
5465,6/10/2018,4,1
5466,6/10/2018,6,6
5467,6/10/2018,7,3
5468,6/10/2018,8,6
5469,6/10/2018,9,14
5470,6/10/2018,10,5
5471,6/10/2018,11,11
5472,6/10/2018,12,8
5473,6/10/2018,14,1
5474,6/10/2018,15,2
5475,6/10/2018,16,3
5476,6/10/2018,17,3
5477,6/10/2018,18,12
5478,6/10/2018,19,12
5479,6/10/2018,20,10
5480,6/10/2018,21,8
5481,6/10/2018,22,12
5482,6/10/2018,23,9
5483,6/11/2018,0,8
5484,6/11/2018,1,7
5485,6/11/2018,2,6
5486,6/11/2018,3,5
5487,6/11/2018,4,3
5488,6/11/2018,5,3
5489,6/11/2018,6,1
5490,6/11/2018,7,1
5491,6/11/2018,8,3
5492,6/11/2018,10,4
5493,6/11/2018,11,3
5494,6/11/2018,12,11
5495,6/11/2018,13,10
5496,6/11/2018,14,9
5497,6/11/2018,15,5
5498,6/11/2018,16,10
5499,6/11/2018,17,13
5500,6/11/2018,18,11
5501,6/11/2018,19,15
5502,6/11/2018,20,15
5503,6/11/2018,21,17
5504,6/11/2018,22,23
5505,6/11/2018,23,16
5506,6/12/2018,0,11
5507,6/12/2018,1,4
5508,6/12/2018,2,2
5509,6/12/2018,3,8
5510,6/12/2018,4,3
5511,6/12/2018,5,1
5512,6/12/2018,6,4
5513,6/12/2018,8,2
5514,6/12/2018,9,2
5515,6/12/2018,10,2
5516,6/12/2018,11,7
5517,6/12/2018,12,11
5518,6/12/2018,13,3
5519,6/12/2018,19,1
5520,6/12/2018,20,9
5521,6/12/2018,21,16
5522,6/12/2018,22,17
5523,6/12/2018,23,16
5524,6/13/2018,0,8
5525,6/13/2018,1,4
5526,6/13/2018,2,7
5527,6/13/2018,3,6
5528,6/13/2018,4,5
5529,6/13/2018,5,3
5530,6/13/2018,6,4
5531,6/13/2018,7,1
5532,6/13/2018,10,3
5533,6/13/2018,11,4
5534,6/13/2018,12,14
5535,6/13/2018,13,12
5536,6/13/2018,14,10
5537,6/13/2018,15,6
5538,6/13/2018,16,14
5539,6/13/2018,17,16
5540,6/13/2018,18,12
5541,6/13/2018,19,17
5542,6/13/2018,20,22
5543,6/13/2018,21,35
5544,6/13/2018,22,26
5545,6/13/2018,23,13
5546,6/14/2018,0,10
5547,6/14/2018,1,5
5548,6/14/2018,2,6
5549,6/14/2018,3,3
5550,6/14/2018,4,5
5551,6/14/2018,5,2
5552,6/14/2018,6,2
5553,6/14/2018,7,4
5554,6/14/2018,8,2
5555,6/14/2018,9,2
5556,6/14/2018,10,2
5557,6/14/2018,11,8
5558,6/14/2018,12,8
5559,6/14/2018,13,11
5560,6/14/2018,14,11
5561,6/14/2018,15,11
5562,6/14/2018,16,8
5563,6/14/2018,17,18
5564,6/14/2018,18,14
5565,6/14/2018,19,18
5566,6/14/2018,20,19
5567,6/14/2018,21,20
5568,6/14/2018,22,25
5569,6/14/2018,23,15
5570,6/15/2018,0,4
5571,6/15/2018,1,8
5572,6/15/2018,2,10
5573,6/15/2018,3,8
5574,6/15/2018,4,4
5575,6/15/2018,5,3
5576,6/15/2018,6,1
5577,6/15/2018,7,2
5578,6/15/2018,8,1
5579,6/15/2018,9,6
5580,6/15/2018,10,3
5581,6/15/2018,11,5
5582,6/15/2018,12,13
5583,6/15/2018,13,10
5584,6/15/2018,14,9
5585,6/15/2018,15,9
5586,6/15/2018,16,13
5587,6/15/2018,17,13
5588,6/15/2018,18,15
5589,6/15/2018,19,17
5590,6/15/2018,20,13
5591,6/15/2018,21,20
5592,6/15/2018,22,15
5593,6/15/2018,23,18
5594,6/16/2018,0,17
5595,6/16/2018,1,9
5596,6/16/2018,2,9
5597,6/16/2018,3,8
5598,6/16/2018,4,2
5599,6/16/2018,5,7
5600,6/16/2018,6,3
5601,6/16/2018,7,4
5602,6/16/2018,8,2
5603,6/16/2018,9,1
5604,6/16/2018,10,2
5605,6/16/2018,11,2
5606,6/16/2018,12,7
5607,6/16/2018,13,6
5608,6/16/2018,14,6
5609,6/16/2018,15,9
5610,6/16/2018,16,9
5611,6/16/2018,17,12
5612,6/16/2018,18,19
5613,6/16/2018,19,20
5614,6/16/2018,20,15
5615,6/16/2018,21,18
5616,6/16/2018,22,20
5617,6/16/2018,23,15
5618,6/17/2018,0,12
5619,6/17/2018,1,5
5620,6/17/2018,2,5
5621,6/17/2018,3,4
5622,6/17/2018,4,3
5623,6/17/2018,5,4
5624,6/17/2018,6,2
5625,6/17/2018,7,5
5626,6/17/2018,8,4
5627,6/17/2018,9,4
5628,6/17/2018,10,3
5629,6/17/2018,11,1
5630,6/17/2018,12,5
5631,6/17/2018,13,5
5632,6/17/2018,14,11
5633,6/17/2018,15,6
5634,6/17/2018,16,2
5635,6/17/2018,17,12
5636,6/17/2018,18,8
5637,6/17/2018,19,9
5638,6/17/2018,20,6
5639,6/17/2018,21,11
5640,6/17/2018,22,9
5641,6/17/2018,23,5
5642,6/18/2018,0,9
5643,6/18/2018,1,14
5644,6/18/2018,2,7
5645,6/18/2018,3,9
5646,6/18/2018,4,4
5647,6/18/2018,5,2
5648,6/18/2018,6,4
5649,6/18/2018,7,2
5650,6/18/2018,8,2
5651,6/18/2018,9,3
5652,6/18/2018,10,4
5653,6/18/2018,11,13
5654,6/18/2018,12,16
5655,6/18/2018,13,16
5656,6/18/2018,14,16
5657,6/18/2018,15,6
5658,6/18/2018,16,4
5659,6/18/2018,17,11
5660,6/18/2018,18,11
5661,6/18/2018,19,10
5662,6/18/2018,20,12
5663,6/18/2018,21,24
5664,6/18/2018,22,15
5665,6/18/2018,23,12
5666,6/19/2018,0,4
5667,6/19/2018,1,7
5668,6/19/2018,2,7
5669,6/19/2018,3,8
5670,6/19/2018,4,4
5671,6/19/2018,5,3
5672,6/19/2018,6,2
5673,6/19/2018,7,4
5674,6/19/2018,8,1
5675,6/19/2018,9,1
5676,6/19/2018,10,5
5677,6/19/2018,11,4
5678,6/19/2018,12,20
5679,6/19/2018,13,27
5680,6/19/2018,14,22
5681,6/19/2018,15,16
5682,6/19/2018,16,14
5683,6/19/2018,17,16
5684,6/19/2018,18,18
5685,6/19/2018,19,21
5686,6/19/2018,20,20
5687,6/19/2018,21,22
5688,6/19/2018,22,19
5689,6/19/2018,23,10
5690,6/2/2018,0,2
5691,6/2/2018,1,4
5692,6/2/2018,2,6
5693,6/2/2018,3,3
5694,6/2/2018,4,2
5695,6/2/2018,5,3
5696,6/2/2018,6,1
5697,6/2/2018,7,6
5698,6/2/2018,8,6
5699,6/2/2018,9,4
5700,6/2/2018,10,8
5701,6/2/2018,11,8
5702,6/2/2018,12,8
5703,6/2/2018,13,16
5704,6/2/2018,14,9
5705,6/2/2018,15,15
5706,6/2/2018,16,9
5707,6/2/2018,17,12
5708,6/2/2018,18,20
5709,6/2/2018,19,19
5710,6/2/2018,20,6
5711,6/2/2018,21,17
5712,6/2/2018,22,9
5713,6/2/2018,23,6
5714,6/20/2018,0,11
5715,6/20/2018,1,7
5716,6/20/2018,2,4
5717,6/20/2018,3,2
5718,6/20/2018,4,1
5719,6/20/2018,5,1
5720,6/20/2018,6,2
5721,6/20/2018,7,1
5722,6/20/2018,9,2
5723,6/20/2018,10,4
5724,6/20/2018,11,8
5725,6/20/2018,12,14
5726,6/20/2018,13,2
5727,6/20/2018,14,7
5728,6/20/2018,15,13
5729,6/20/2018,16,15
5730,6/20/2018,17,16
5731,6/20/2018,18,11
5732,6/20/2018,19,7
5733,6/20/2018,20,14
5734,6/20/2018,21,8
5735,6/20/2018,22,12
5736,6/20/2018,23,8
5737,6/21/2018,0,10
5738,6/21/2018,1,5
5739,6/21/2018,2,7
5740,6/21/2018,3,3
5741,6/21/2018,4,3
5742,6/21/2018,5,4
5743,6/21/2018,7,1
5744,6/21/2018,8,2
5745,6/21/2018,9,1
5746,6/21/2018,10,2
5747,6/21/2018,11,7
5748,6/21/2018,12,12
5749,6/21/2018,13,17
5750,6/21/2018,14,10
5751,6/21/2018,15,10
5752,6/21/2018,16,11
5753,6/21/2018,17,10
5754,6/21/2018,18,13
5755,6/21/2018,19,7
5756,6/21/2018,20,17
5757,6/21/2018,21,8
5758,6/21/2018,22,21
5759,6/21/2018,23,10
5760,6/22/2018,0,8
5761,6/22/2018,1,4
5762,6/22/2018,2,11
5763,6/22/2018,3,6
5764,6/22/2018,4,6
5765,6/22/2018,5,8
5766,6/22/2018,7,1
5767,6/22/2018,9,2
5768,6/22/2018,10,1
5769,6/22/2018,11,7
5770,6/22/2018,12,6
5771,6/22/2018,13,8
5772,6/22/2018,14,10
5773,6/22/2018,15,6
5774,6/22/2018,16,7
5775,6/22/2018,17,10
5776,6/22/2018,18,13
5777,6/22/2018,19,14
5778,6/22/2018,20,12
5779,6/22/2018,21,16
5780,6/22/2018,22,17
5781,6/22/2018,23,14
5782,6/23/2018,0,11
5783,6/23/2018,1,7
5784,6/23/2018,2,7
5785,6/23/2018,3,3
5786,6/23/2018,4,4
5787,6/23/2018,5,2
5788,6/23/2018,6,6
5789,6/23/2018,7,7
5790,6/23/2018,9,2
5791,6/23/2018,10,1
5792,6/23/2018,11,3
5793,6/23/2018,12,2
5794,6/23/2018,13,8
5795,6/23/2018,14,8
5796,6/23/2018,15,10
5797,6/23/2018,16,4
5798,6/23/2018,17,8
5799,6/23/2018,18,12
5800,6/23/2018,19,14
5801,6/23/2018,20,14
5802,6/23/2018,21,12
5803,6/23/2018,22,10
5804,6/23/2018,23,17
5805,6/24/2018,0,13
5806,6/24/2018,1,8
5807,6/24/2018,2,7
5808,6/24/2018,3,2
5809,6/24/2018,4,5
5810,6/24/2018,5,8
5811,6/24/2018,6,5
5812,6/24/2018,7,8
5813,6/24/2018,8,3
5814,6/24/2018,9,4
5815,6/24/2018,12,2
5816,6/24/2018,13,5
5817,6/24/2018,14,6
5818,6/24/2018,15,10
5819,6/24/2018,16,6
5820,6/24/2018,17,12
5821,6/24/2018,18,10
5822,6/24/2018,19,6
5823,6/24/2018,20,7
5824,6/24/2018,21,7
5825,6/24/2018,22,5
5826,6/24/2018,23,3
5827,6/25/2018,0,7
5828,6/25/2018,1,15
5829,6/25/2018,2,12
5830,6/25/2018,3,6
5831,6/25/2018,4,7
5832,6/25/2018,5,3
5833,6/25/2018,6,2
5834,6/25/2018,7,4
5835,6/25/2018,8,3
5836,6/25/2018,10,2
5837,6/25/2018,11,2
5838,6/25/2018,12,11
5839,6/25/2018,13,20
5840,6/25/2018,14,11
5841,6/25/2018,15,13
5842,6/25/2018,16,11
5843,6/25/2018,17,14
5844,6/25/2018,18,11
5845,6/25/2018,19,9
5846,6/25/2018,20,20
5847,6/25/2018,21,17
5848,6/25/2018,22,13
5849,6/25/2018,23,24
5850,6/26/2018,0,12
5851,6/26/2018,1,6
5852,6/26/2018,2,10
5853,6/26/2018,3,15
5854,6/26/2018,4,5
5855,6/26/2018,5,4
5856,6/26/2018,6,4
5857,6/26/2018,7,5
5858,6/26/2018,8,2
5859,6/26/2018,9,2
5860,6/26/2018,11,6
5861,6/26/2018,12,8
5862,6/26/2018,13,18
5863,6/26/2018,14,12
5864,6/26/2018,15,8
5865,6/26/2018,16,12
5866,6/26/2018,17,11
5867,6/26/2018,18,14
5868,6/26/2018,19,9
5869,6/26/2018,20,14
5870,6/26/2018,21,17
5871,6/26/2018,22,14
5872,6/26/2018,23,18
5873,6/27/2018,0,12
5874,6/27/2018,1,10
5875,6/27/2018,2,4
5876,6/27/2018,3,6
5877,6/27/2018,4,4
5878,6/27/2018,5,3
5879,6/27/2018,6,1
5880,6/27/2018,7,2
5881,6/27/2018,8,3
5882,6/27/2018,9,5
5883,6/27/2018,10,5
5884,6/27/2018,11,3
5885,6/27/2018,12,7
5886,6/27/2018,13,10
5887,6/27/2018,14,11
5888,6/27/2018,15,12
5889,6/27/2018,16,13
5890,6/27/2018,17,15
5891,6/27/2018,18,13
5892,6/27/2018,19,16
5893,6/27/2018,20,15
5894,6/27/2018,21,17
5895,6/27/2018,22,19
5896,6/27/2018,23,15
5897,6/28/2018,0,10
5898,6/28/2018,1,9
5899,6/28/2018,2,7
5900,6/28/2018,3,2
5901,6/28/2018,4,2
5902,6/28/2018,5,3
5903,6/28/2018,6,1
5904,6/28/2018,7,1
5905,6/28/2018,9,3
5906,6/28/2018,10,2
5907,6/28/2018,11,9
5908,6/28/2018,12,11
5909,6/28/2018,13,18
5910,6/28/2018,14,10
5911,6/28/2018,15,11
5912,6/28/2018,16,9
5913,6/28/2018,17,11
5914,6/28/2018,18,16
5915,6/28/2018,19,14
5916,6/28/2018,20,10
5917,6/28/2018,21,22
5918,6/28/2018,22,15
5919,6/28/2018,23,11
5920,6/29/2018,0,7
5921,6/29/2018,1,13
5922,6/29/2018,2,11
5923,6/29/2018,3,9
5924,6/29/2018,4,4
5925,6/29/2018,5,3
5926,6/29/2018,6,3
5927,6/29/2018,7,2
5928,6/29/2018,8,2
5929,6/29/2018,9,2
5930,6/29/2018,10,3
5931,6/29/2018,11,9
5932,6/29/2018,12,5
5933,6/29/2018,13,14
5934,6/29/2018,14,16
5935,6/29/2018,15,9
5936,6/29/2018,16,14
5937,6/29/2018,17,22
5938,6/29/2018,18,16
5939,6/29/2018,19,17
5940,6/29/2018,20,13
5941,6/29/2018,21,15
5942,6/29/2018,22,21
5943,6/29/2018,23,25
5944,6/3/2018,0,3
5945,6/3/2018,1,2
5946,6/3/2018,2,11
5947,6/3/2018,3,1
5948,6/3/2018,4,2
5949,6/3/2018,5,2
5950,6/3/2018,6,1
5951,6/3/2018,14,3
5952,6/3/2018,15,5
5953,6/3/2018,16,11
5954,6/3/2018,17,5
5955,6/3/2018,18,13
5956,6/3/2018,19,3
5957,6/3/2018,20,2
5958,6/3/2018,21,11
5959,6/3/2018,22,8
5960,6/3/2018,23,6
5961,6/30/2018,0,12
5962,6/30/2018,1,10
5963,6/30/2018,2,9
5964,6/30/2018,3,2
5965,6/30/2018,4,5
5966,6/30/2018,5,5
5967,6/30/2018,6,2
5968,6/30/2018,7,1
5969,6/30/2018,8,2
5970,6/30/2018,9,1
5971,6/30/2018,11,4
5972,6/30/2018,12,3
5973,6/30/2018,13,7
5974,6/30/2018,14,6
5975,6/30/2018,15,10
5976,6/30/2018,16,15
5977,6/30/2018,17,15
5978,6/30/2018,18,16
5979,6/30/2018,19,11
5980,6/30/2018,20,1
5981,6/30/2018,21,10
5982,6/30/2018,22,18
5983,6/30/2018,23,12
5984,6/4/2018,0,7
5985,6/4/2018,1,19
5986,6/4/2018,2,18
5987,6/4/2018,3,11
5988,6/4/2018,4,9
5989,6/4/2018,5,12
5990,6/4/2018,6,20
5991,6/4/2018,7,29
5992,6/4/2018,8,21
5993,6/4/2018,9,20
5994,6/4/2018,10,16
5995,6/4/2018,11,16
5996,6/4/2018,12,9
5997,6/4/2018,13,10
5998,6/4/2018,14,14
5999,6/4/2018,15,13
6000,6/4/2018,16,13
6001,6/4/2018,17,10
6002,6/4/2018,18,19
6003,6/4/2018,19,10
6004,6/4/2018,20,13
6005,6/4/2018,21,5
6006,6/4/2018,22,1
6007,6/4/2018,23,2
6008,6/5/2018,0,1
6009,6/5/2018,1,1
6010,6/5/2018,2,2
6011,6/5/2018,6,11
6012,6/5/2018,7,9
6013,6/5/2018,8,12
6014,6/5/2018,9,8
6015,6/5/2018,10,13
6016,6/5/2018,11,12
6017,6/5/2018,12,13
6018,6/5/2018,13,14
6019,6/5/2018,14,9
6020,6/5/2018,15,18
6021,6/5/2018,16,20
6022,6/5/2018,17,11
6023,6/5/2018,18,16
6024,6/5/2018,19,8
6025,6/5/2018,20,7
6026,6/5/2018,21,7
6027,6/5/2018,22,8
6028,6/5/2018,23,1
6029,6/6/2018,2,1
6030,6/6/2018,3,5
6031,6/6/2018,4,4
6032,6/6/2018,5,9
6033,6/6/2018,6,6
6034,6/6/2018,7,15
6035,6/6/2018,8,16
6036,6/6/2018,9,10
6037,6/6/2018,10,7
6038,6/6/2018,11,9
6039,6/6/2018,12,15
6040,6/6/2018,13,6
6041,6/6/2018,14,12
6042,6/6/2018,15,14
6043,6/6/2018,16,16
6044,6/6/2018,17,27
6045,6/6/2018,18,14
6046,6/6/2018,19,13
6047,6/6/2018,20,2
6048,6/6/2018,21,4
6049,6/6/2018,22,5
6050,6/6/2018,23,3
6051,6/7/2018,0,4
6052,6/7/2018,1,4
