,curdatetime,day,day_of_week,detid,detname,direction,hour,int_id,intname,minute,month,occupancy,row_id,speed,timebin,volume,year
872,2017-09-14T01:30:00.000,14,4,4,SB_out,SB,1,1,LAMARMANCHACA,30,9,0,00478668dec841a9d1f38c123eaf65b9,33,01:30,7,2017
873,2017-09-26T11:00:00.000,26,2,90,NB_out,NB,11,23,BURNETPALM WAY,0,9,3,0047911a4cadcad9c705448292c3e926,44,11:00,69,2017
874,2017-10-24T19:00:00.000,24,2,11,SB_in,SB,19,3,LAMARSHOALCREEK,0,10,6,0047a023ece79f512104bae6c31561a3,30,19:00,127,2017
875,2017-11-03T13:30:00.000,3,5,53,SB_in,SB,13,17,CongressJohanna,30,11,6,0047aab42531401daaaa45e46650fd98,30,13:30,105,2017
876,2017-11-03T19:30:00.000,3,5,60,NB_in,NB,19,8,LOOP 360WALSH TARLTON,30,11,1,0047b9829dd6d3461a78d09bf1af3a73,54,19:30,58,2017
877,2017-09-04T16:00:00.000,4,1,4,SB_out,SB,16,1,LAMARMANCHACA,0,9,10,0047cba67418ab015b2e3198cba896a2,28,16:00,127,2017
878,2017-07-13T01:45:00.000,13,4,10,SB_out,SB,1,3,LAMARSHOALCREEK,45,7,0,0047fac19a0b3d937389632f795e25d3,29,01:45,6,2017
879,2017-10-03T23:45:00.000,3,2,57,SB_mid,SB,23,8,LOOP 360WALSH TARLTON,45,10,0,0047fc7b45f18418886bc515209f1f6b,54,23:45,14,2017
880,2017-09-15T02:30:00.000,15,5,93,NB_in,NB,2,24,LOOP 360LAKEWOOD,30,9,0,004800c4a2c992ec12c20eda3130c329,64,02:30,2,2017
881,2017-11-08T14:45:00.000,8,3,56,SB_out,SB,14,8,LOOP 360WALSH TARLTON,45,11,8,0048149b26b77c4768443aedfa61e17b,45,14:45,188,2017
882,2017-10-02T00:30:00.000,2,1,95,SB_in,SB,0,24,LOOP 360LAKEWOOD,30,10,0,004825ff1b2d30dbc74b09df48247ef5,149,00:30,0,2017
883,2017-09-13T23:30:00.000,13,3,12,NB_in,NB,23,3,LAMARSHOALCREEK,30,9,2,00482c6f86b114adc3058244fa9c383f,30,23:30,54,2017
884,2017-06-21T22:00:00.000,21,3,19,NB_in,NB,22,5,LAMARSANDRA MURAIDA,0,6,3,00482e239071231c8be0d6cd597d4862,35,22:00,77,2017
885,2017-07-25T20:15:00.000,25,2,4,SB_out,SB,20,1,LAMARMANCHACA,15,7,7,00484c7eb112aa75b68a0028f01a2c94,31,20:15,101,2017
886,2017-11-22T04:45:00.000,22,3,58,SB_in,SB,4,8,LOOP 360WALSH TARLTON,45,11,0,0048711f3ad3940420851e9cab1ba321,37,04:45,2,2017
887,2017-09-20T14:15:00.000,20,3,49,NB_in,NB,14,16,N Lamar15th,15,9,7,00489cfd2f96f3bcaee865ca071f8b33,37,14:15,148,2017
888,2017-10-09T09:15:00.000,9,1,17,NB_in,NB,9,4,CONGRESSBARTON SPRINGS,15,10,5,0048d10074e359d45e9c9190f135ec77,35,09:15,101,2017
889,2017-09-03T08:00:01.000,3,0,42,SB,SB,8,14,Robert E LeeBarton Springs,0,9,0,0048d25572951f1e5d22f69d8947f9c3,24,08:00,13,2017
890,2017-11-18T23:30:00.000,18,6,79,WB_in,WB,23,20,CESAR CHAVEZIH 35 WSR,30,11,2,0048dc1aa704ea68d4dbe3912d2eb01d,24,23:30,28,2017
891,2017-11-28T18:00:00.000,28,2,94,SB_Lturn,SB,18,24,LOOP 360LAKEWOOD,0,11,10,0048dc43e7992c706fced8ef386f7312,43,18:00,246,2017
892,2017-10-09T11:15:00.000,9,1,59,SB_Lturn,SB,11,8,LOOP 360WALSH TARLTON,15,10,4,0048f0a9ffa42ac02a8b746117112e4e,28,11:15,30,2017
893,2017-11-16T13:45:00.000,16,4,83,SB_out,SB,13,22,LAMARCOLLIER,45,11,6,0048f753c7383e649c8e112b85e712c5,33,13:45,115,2017
894,2017-10-13T17:30:00.000,13,5,90,NB_out,NB,17,23,BURNETPALM WAY,30,10,24,004904f2cd97bc7d90d24e9b551fd0c1,23,17:30,218,2017
895,2017-08-05T15:45:00.000,5,6,20,SB_in,SB,15,5,LAMARSANDRA MURAIDA,45,8,8,00490ed83b8b059750ce19a7bce74b5d,33,15:45,173,2017
896,2017-09-28T02:15:00.000,28,4,83,SB_out,SB,2,22,LAMARCOLLIER,15,9,0,004915e81d42bf7455234b4a117ae789,37,02:15,9,2017
897,2017-09-21T07:15:01.000,21,4,42,SB,SB,7,14,Robert E LeeBarton Springs,15,9,2,0049175a6ac9fec6648b95e0191a8e1f,25,07:15,30,2017
898,2017-10-21T09:15:00.000,21,6,51,SB_out,SB,9,16,N Lamar15th,15,10,3,0049400f21bd511e3773fe7169361ae2,36,09:15,64,2017
899,2017-08-30T12:45:00.000,30,3,2,NB_in,NB,12,1,LAMARMANCHACA,45,8,10,004964dc49dfae7fc1925b130adc1a81,29,12:45,127,2017
900,2017-09-21T00:30:00.000,21,4,51,SB_out,SB,0,16,N Lamar15th,30,9,0,004994a707b5492e5ff4e7f439aaeee8,34,00:30,13,2017
901,2017-08-31T21:45:00.000,31,4,20,SB_in,SB,21,5,LAMARSANDRA MURAIDA,45,8,7,0049a808f3b65536dc0131dd5d9fa69b,36,21:45,157,2017
902,2017-11-12T18:45:00.000,12,0,89,SB_Lturn,SB,18,23,BURNETPALM WAY,45,11,1,0049b0af6d388311b2d84c66ba8ae538,8,18:45,9,2017
903,2017-09-06T05:00:01.000,6,3,64,Lane2,None,5,18,TOOMEYTEST,0,9,0,0049b99146c695d58a148fe540fb628d,149,05:00,0,2017
904,2017-09-24T12:45:00.000,24,0,51,SB_out,SB,12,16,N Lamar15th,45,9,5,0049dcfd9185a27b182fd4060d2afa03,35,12:45,94,2017
905,2017-11-04T22:45:00.000,4,6,90,NB_out,NB,22,23,BURNETPALM WAY,45,11,2,0049eb58e9c446628715028d28b0c331,39,22:45,41,2017
906,2017-11-02T02:15:01.000,2,4,62,NB_out,NB,2,8,LOOP 360WALSH TARLTON,15,11,0,004a0b6ad7477806a04838e1415f0b63,57,02:15,10,2017
907,2017-10-25T23:30:00.000,25,3,73,Lane6,None,23,18,TOOMEYTEST,30,10,0,004a1aa403f278c73994247d4d241159,149,23:30,0,2017
908,2017-09-20T21:15:00.000,20,3,92,NB_out,NB,21,24,LOOP 360LAKEWOOD,15,9,3,004a2850fcf7d4d69500db0d3bbfb208,52,21:15,81,2017
909,2017-10-27T09:30:00.000,27,5,93,NB_in,NB,9,24,LOOP 360LAKEWOOD,30,10,11,004a4273dcab1c23ac86909b76204568,50,09:30,2,2017
910,2017-10-18T03:00:00.000,18,3,82,EB_out,EB,3,20,CESAR CHAVEZIH 35 WSR,0,10,0,004a96fc0c2f0575062a42721935e921,12,03:00,1,2017
911,2017-08-22T01:30:00.000,22,2,46,WB_in,WB,1,15,Cesar ChavezBR Reynolds,30,8,0,004a9febe8f61021da85a5795e61c3eb,44,01:30,9,2017
912,2017-12-10T08:00:00.000,10,0,71,SB_in,SB,8,11,BurnetRutland,0,12,2,004ab25ca1928e7cb008cd052b1e792c,31,08:00,20,2017
913,2017-10-09T00:00:01.000,9,1,76,Lane3,None,0,19,KINNEYLAMAR,0,10,0,004abfa1db752f1df5ec7df48eea9bd1,149,00:00,1,2017
914,2017-11-13T12:45:00.000,13,1,49,NB_in,NB,12,16,N Lamar15th,45,11,5,004add8b01574f0b85190b5f304fb8a8,37,12:45,120,2017
915,2017-12-03T18:30:00.000,3,0,91,NB_in,NB,18,23,BURNETPALM WAY,30,12,3,004b2fd04ffad722ebad80d1be4901b7,39,18:30,63,2017
916,2017-08-23T02:00:00.000,23,3,70,SB_Lturn,SB,2,11,BurnetRutland,0,8,0,004b3b3532028905a4d26bf157050e52,149,02:00,2,2017
917,2017-08-25T21:30:00.000,25,5,44,EB_out,EB,21,15,Cesar ChavezBR Reynolds,30,8,3,004b3ce41fef01b81a806f87ebceec45,40,21:30,85,2017
918,2017-09-28T16:00:00.000,28,4,69,NB_in,NB,16,11,BurnetRutland,0,9,8,004b3f6fb22d9ac7d94df98279b6b7c5,39,16:00,154,2017
919,2017-09-03T12:30:00.000,3,0,84,SB_in,SB,12,22,LAMARCOLLIER,30,9,9,004b4473d0f1b6bf5ea54fe3ca64080e,33,12:30,167,2017
920,2017-08-01T08:00:01.000,1,2,4,SB_out,SB,8,1,LAMARMANCHACA,0,8,3,004b4823b2236b802b236df7965b7f50,32,08:00,44,2017
921,2017-08-31T12:15:00.000,31,4,5,NB_mid,NB,12,4,CONGRESSBARTON SPRINGS,15,8,4,004b488386d2119282e2e65cb623f519,35,12:15,93,2017
922,2017-11-25T22:15:00.000,25,6,82,EB_out,EB,22,20,CESAR CHAVEZIH 35 WSR,15,11,1,004b55281d0aa2cba9b580f5e9c65067,36,22:15,14,2017
923,2017-12-08T13:15:00.000,8,5,87,SB_out,SB,13,23,BURNETPALM WAY,15,12,6,004b613bbe787fbcab8c45c3b2540a24,38,13:15,100,2017
924,2017-10-21T07:15:00.000,21,6,80,EB_in,EB,7,20,CESAR CHAVEZIH 35 WSR,15,10,2,004b676b70e532173f4b2b3b9a8883c4,18,07:15,21,2017
925,2017-11-08T08:30:00.000,8,3,60,NB_in,NB,8,8,LOOP 360WALSH TARLTON,30,11,3,004b6eb44640678881ccd924b75e38fd,50,08:30,110,2017
926,2017-10-12T07:30:00.000,12,4,53,SB_in,SB,7,17,CongressJohanna,30,10,2,004b71906b88789a9ba57e4ff30bb118,23,07:30,35,2017
927,2017-08-22T14:30:00.000,22,2,32,Lane3,None,14,10,LamarBroken Spoke,30,8,7,004b9cefe789b875fde6ca29cbf7d597,40,14:30,152,2017
928,2017-07-18T13:15:00.000,18,2,31,Lane2,None,13,10,LamarBroken Spoke,15,7,12,004ba58cfc0186555cb1ff2bd6762926,34,13:15,211,2017
929,2017-07-22T18:15:00.000,22,6,10,SB_out,SB,18,3,LAMARSHOALCREEK,15,7,2,004bcc397bf3292b9ac78fffcf6636f8,33,18:15,60,2017
930,2017-10-09T13:15:00.000,9,1,76,Lane3,None,13,19,KINNEYLAMAR,15,10,1,004bd3db9ffad1e401b9694f46566911,149,13:15,4,2017
931,2017-10-24T02:15:00.000,24,2,44,EB_out,EB,2,15,Cesar ChavezBR Reynolds,15,10,0,004bd4b703da656b7905c02233a28fea,41,02:15,4,2017
932,2017-11-16T21:15:00.000,16,4,21,SB_out,SB,21,5,LAMARSANDRA MURAIDA,15,11,7,004bd9dc04e57ef866aa59109af4d74e,35,21:15,146,2017
933,2017-09-11T00:45:01.000,11,1,30,Lane1,None,0,10,LamarBroken Spoke,45,9,0,004bfaed5e4f198141f712744c24e1ba,42,00:45,16,2017
934,2017-10-04T23:00:00.000,4,3,46,WB_in,WB,23,15,Cesar ChavezBR Reynolds,0,10,3,004c35186d0f30fe17c9e90a7076007a,43,23:00,83,2017
935,2017-12-01T20:00:00.000,1,5,11,SB_in,SB,20,3,LAMARSHOALCREEK,0,12,6,004c47dcdb14e776f876afda0e271602,29,20:00,117,2017
936,2017-08-25T12:45:00.000,25,5,11,SB_in,SB,12,3,LAMARSHOALCREEK,45,8,8,004c52f689a08ff8a1dcd1a8a3eb92f3,31,12:45,156,2017
937,2017-10-01T20:15:00.000,1,0,91,NB_in,NB,20,23,BURNETPALM WAY,15,10,1,004c5c3bb6d4d242e33d60a49f5c4360,40,20:15,34,2017
938,2017-09-11T11:15:00.000,11,1,97,SB_Rturn,SB,11,24,LOOP 360LAKEWOOD,15,9,0,004c5f3c3457ce54887b5b682dc201df,149,11:15,2,2017
939,2017-08-11T14:15:00.000,11,5,15,SB_mid,SB,14,4,CONGRESSBARTON SPRINGS,15,8,7,004c7726619dca6b1593e0e1e5fd665b,30,14:15,113,2017
940,2017-11-26T19:30:00.000,26,0,97,SB_Rturn,SB,19,24,LOOP 360LAKEWOOD,30,11,0,004c8e609ebc0170ef3c28f1049acf9f,149,19:30,0,2017
941,2017-11-28T20:00:00.000,28,2,61,NB_mid,NB,20,8,LOOP 360WALSH TARLTON,0,11,3,004c9479ed0ebf0838c20d1e164dbe60,55,20:00,109,2017
942,2017-11-26T06:00:00.000,26,0,57,SB_mid,SB,6,8,LOOP 360WALSH TARLTON,0,11,0,004c9946070193cf1a6e180ebae6ff32,62,06:00,16,2017
943,2017-12-01T06:30:01.000,1,5,97,SB_Rturn,SB,6,24,LOOP 360LAKEWOOD,30,12,0,004ca80879ce9926ad7f430cc50b91ca,149,06:30,0,2017
944,2017-10-26T00:30:00.000,26,4,97,SB_Rturn,SB,0,24,LOOP 360LAKEWOOD,30,10,0,004cf40d6fecdb0119982365bdd90ad2,149,00:30,0,2017
945,2017-11-18T20:00:01.000,18,6,42,SB,SB,20,14,Robert E LeeBarton Springs,0,11,3,004d0ccb86725aa54a0074844cb8d60c,25,20:00,54,2017
946,2017-12-05T23:00:00.000,5,2,60,NB_in,NB,23,8,LOOP 360WALSH TARLTON,0,12,0,004d3e8145d902071ca5ad9dce123de9,60,23:00,5,2017
947,2017-08-30T09:30:00.000,30,3,42,SB,SB,9,14,Robert E LeeBarton Springs,30,8,3,004d4ac67dd0bbf35b0d03c6e9593c59,25,09:30,46,2017
948,2017-11-22T21:00:00.000,22,3,77,Lane4,None,21,19,KINNEYLAMAR,0,11,0,004d615999036c0e5d1ba952507a1f52,149,21:00,3,2017
949,2017-11-30T14:45:00.000,30,4,16,SB_in,SB,14,4,CONGRESSBARTON SPRINGS,45,11,3,004d76d0d70412f75ed689a9585b8328,32,14:45,63,2017
950,2017-11-10T20:15:00.000,10,5,57,SB_mid,SB,20,8,LOOP 360WALSH TARLTON,15,11,4,004d8576257af04fdce960dab64ec981,41,20:15,84,2017
951,2017-10-29T01:15:01.000,29,0,54,NB_in,NB,1,17,CongressJohanna,15,10,1,004da3a01aaed4a1ccb7d79ee5a591ba,27,01:15,24,2017
952,2017-09-11T07:45:00.000,11,1,11,SB_in,SB,7,3,LAMARSHOALCREEK,45,9,7,004daee7472f93b3bef0e30369bed133,30,07:45,147,2017
953,2017-09-16T17:00:01.000,16,6,43,NB,NB,17,14,Robert E LeeBarton Springs,0,9,23,004daf725f1d0be62d78790fa2cc1815,18,17:00,105,2017
954,2017-11-01T21:15:01.000,1,3,5,NB_mid,NB,21,4,CONGRESSBARTON SPRINGS,15,11,1,004db4efea31e331be041deba57f2995,37,21:15,38,2017
955,2017-12-08T09:00:00.000,8,5,43,NB,NB,9,14,Robert E LeeBarton Springs,0,12,13,004db9b53349ad1d7388f7aade231e4a,20,09:00,99,2017
956,2017-12-08T16:15:00.000,8,5,86,NB_out,NB,16,22,LAMARCOLLIER,15,12,7,004dba076455e042c811a8d2719a62cc,34,16:15,141,2017
957,2017-06-19T04:00:00.000,19,1,12,NB_in,NB,4,3,LAMARSHOALCREEK,0,6,0,004ddde9b217d9f404cf360e160b3cac,149,04:00,0,2017
958,2017-09-09T15:30:00.000,9,6,83,SB_out,SB,15,22,LAMARCOLLIER,30,9,7,004df756d5e572fa757a7b9d8e52aaf3,31,15:30,140,2017
959,2017-09-18T11:30:00.000,18,1,75,Lane2,None,11,19,KINNEYLAMAR,30,9,0,004dff1b2b582ce1d7454d529feebdb6,149,11:30,1,2017
960,2017-12-13T18:30:00.000,13,3,43,NB,NB,18,14,Robert E LeeBarton Springs,30,12,25,004e654a114d83b5fc769f8bb6d10005,16,18:30,61,2017
961,2017-09-07T00:15:00.000,7,4,18,NB_out,NB,0,5,LAMARSANDRA MURAIDA,15,9,2,004e72b43f8592013e3794d9dcae5899,36,00:15,36,2017
962,2017-10-12T09:15:00.000,12,4,66,Lane4,None,9,18,TOOMEYTEST,15,10,0,004ea9016dedec3d0f22f9a31c550a25,149,09:15,0,2017
963,2017-12-02T15:00:00.000,2,6,14,SB_out,SB,15,4,CONGRESSBARTON SPRINGS,0,12,1,004ecdc77cd4ebd5dcc2a2b918107240,15,15:00,14,2017
964,2017-10-30T01:45:01.000,30,1,92,NB_out,NB,1,24,LOOP 360LAKEWOOD,45,10,0,004ee140551f3ca740fd086b2d3bba12,45,01:45,4,2017
965,2017-06-21T18:45:00.000,21,3,10,SB_out,SB,18,3,LAMARSHOALCREEK,45,6,5,004ee67afa0413ebfc2910114cb1e2df,33,18:45,119,2017
966,2017-11-02T01:15:00.000,2,4,48,NB_out,NB,1,16,N Lamar15th,15,11,0,004ef095887b1a9d24b1032203a0bbe0,38,01:15,13,2017
967,2017-09-11T13:45:00.000,11,1,80,EB_in,EB,13,20,CESAR CHAVEZIH 35 WSR,45,9,35,004f06364251d6ded7c8f41be5e0401e,14,13:45,117,2017
968,2017-11-11T21:15:00.000,11,6,71,SB_in,SB,21,11,BurnetRutland,15,11,3,004f0e8661a5c650c8ee04fedf63dc72,42,21:15,71,2017
969,2017-10-20T02:15:00.000,20,5,61,NB_mid,NB,2,8,LOOP 360WALSH TARLTON,15,10,0,004f17d0a8b4dc32ad03ede30c7233e3,60,02:15,9,2017
970,2017-10-27T05:15:00.000,27,5,72,SB_out,SB,5,11,BurnetRutland,15,10,0,004f4b2011b1c1140f42696205f6fac6,37,05:15,11,2017
971,2017-08-09T05:15:00.000,9,3,12,NB_in,NB,5,3,LAMARSHOALCREEK,15,8,0,004f6787c5a01f68d3dcbd4bdadc2e5e,30,05:15,8,2017
972,2017-09-23T11:15:00.000,23,6,20,SB_in,SB,11,5,LAMARSANDRA MURAIDA,15,9,4,004fab4adc9344bf743d0fc698b7fe4d,36,11:15,99,2017
973,2017-10-21T01:30:00.000,21,6,68,NB_out,NB,1,11,BurnetRutland,30,10,0,004fd742136c39d64c8412c0eb63fb30,41,01:30,19,2017
974,2017-09-03T02:45:01.000,3,0,49,NB_in,NB,2,16,N Lamar15th,45,9,2,004ff2c62f0b85259f32cb3c481b0896,37,02:45,47,2017
975,2017-12-04T20:30:00.000,4,1,4,SB_out,SB,20,1,LAMARMANCHACA,30,12,5,004ffb891dde99fccb4ecd547307b572,32,20:30,76,2017
976,2017-10-01T19:15:00.000,1,0,53,SB_in,SB,19,17,CongressJohanna,15,10,4,004ffec32c45bf94456718e882ecd741,31,19:15,82,2017
977,2017-11-07T04:15:00.000,7,2,76,Lane3,None,4,19,KINNEYLAMAR,15,11,19,005003f2f8646e0bf390128cf3e6c00e,149,04:15,24,2017
978,2017-11-03T22:45:00.000,3,5,73,Lane6,None,22,18,TOOMEYTEST,45,11,0,00502b4369d5626f16480cb22bb4dd7d,149,22:45,0,2017
979,2017-10-06T15:00:00.000,6,5,86,NB_out,NB,15,22,LAMARCOLLIER,0,10,8,00502c59887f10b48123aa23f6f754c6,32,15:00,139,2017
980,2017-12-09T12:00:00.000,9,6,53,SB_in,SB,12,17,CongressJohanna,0,12,4,00505d6c5c79c341fbfa71fb8bb0a43f,31,12:00,90,2017
981,2017-09-09T02:45:00.000,9,6,59,SB_Lturn,SB,2,8,LOOP 360WALSH TARLTON,45,9,0,00506dd26603206a5b8d213f05765665,149,02:45,1,2017
982,2017-09-30T23:00:00.000,30,6,46,WB_in,WB,23,15,Cesar ChavezBR Reynolds,0,9,7,00508af7b0649f12141514be92bdf5c0,35,23:00,158,2017
983,2017-08-19T13:00:00.000,19,6,45,EB_in,EB,13,15,Cesar ChavezBR Reynolds,0,8,5,0050916faed65e4231ca0458ed83ad3c,43,13:00,134,2017
984,2017-09-12T06:45:00.000,12,2,43,NB,NB,6,14,Robert E LeeBarton Springs,45,9,1,0050a54ab354fba0b7b788490c41699d,28,06:45,23,2017
985,2017-11-13T05:00:00.000,13,1,88,SB_in,SB,5,23,BURNETPALM WAY,0,11,0,0050b2d937e3f7c94b1e1e242175d992,44,05:00,15,2017
986,2017-12-14T07:00:00.000,14,4,59,SB_Lturn,SB,7,8,LOOP 360WALSH TARLTON,0,12,0,0050b4b77ec11e3dce60ae71eb02ffe4,23,07:00,2,2017
987,2017-09-27T17:30:00.000,27,3,14,SB_out,SB,17,4,CONGRESSBARTON SPRINGS,30,9,29,0050db60bd7bfae9634a4089e7c5c461,16,17:30,163,2017
988,2017-12-02T03:15:00.000,2,6,46,WB_in,WB,3,15,Cesar ChavezBR Reynolds,15,12,2,0050dc75643e5bfc1ffa52e582af54e3,42,03:15,54,2017
989,2017-09-19T15:15:00.000,19,2,68,NB_out,NB,15,11,BurnetRutland,15,9,5,00512bf5e778675f9f4f6fa916a0912b,40,15:15,98,2017
990,2017-07-12T05:45:00.000,12,3,21,SB_out,SB,5,5,LAMARSANDRA MURAIDA,45,7,0,0051392eb753ace33e1c5138aff89c33,33,05:45,8,2017
991,2017-12-13T16:15:00.000,13,3,76,Lane3,None,16,19,KINNEYLAMAR,15,12,0,005144a3066d7f64a459f4bd19c315ca,149,16:15,10,2017
992,2017-10-13T04:15:00.000,13,5,56,SB_out,SB,4,8,LOOP 360WALSH TARLTON,15,10,0,00514901e067014915fe7789200e1789,54,04:15,8,2017
993,2017-10-03T03:00:00.000,3,2,55,NB_out,NB,3,17,CongressJohanna,0,10,0,00514efd88e827106b04e958fd08c597,29,03:00,9,2017
994,2017-11-02T05:00:00.000,2,4,97,SB_Rturn,SB,5,24,LOOP 360LAKEWOOD,0,11,0,005154be59bc88d01bb7b0cfc79348dd,149,05:00,0,2017
995,2017-12-09T06:30:00.000,9,6,78,WB_out,WB,6,20,CESAR CHAVEZIH 35 WSR,30,12,3,00516bd1f80004f37c24240aa5eb26a8,27,06:30,41,2017
996,2017-09-19T20:45:01.000,19,2,44,EB_out,EB,20,15,Cesar ChavezBR Reynolds,45,9,4,0051728b00e419c8f8970fb63d263de4,40,20:45,93,2017
997,2017-08-24T07:45:00.000,24,4,57,SB_mid,SB,7,8,LOOP 360WALSH TARLTON,45,8,4,00518cbcb9e0fd8b6a4775064f72465d,47,07:45,103,2017
998,2017-07-15T01:45:01.000,15,6,30,Lane1,None,1,10,LamarBroken Spoke,45,7,0,00519ccbee09077e48c354c273d22e61,38,01:45,17,2017
999,2017-12-02T08:30:00.000,2,6,68,NB_out,NB,8,11,BurnetRutland,30,12,1,0051b591acd5de7cef6ce6b7b2c51e52,30,08:30,28,2017
