,curdatetime,day,day_of_week,detid,detname,direction,hour,int_id,intname,minute,month,occupancy,row_id,speed,timebin,volume,year
0,2017-09-13T12:15:00.000,13,3,14,SB_out,SB,12,4,CONGRESSBARTON SPRINGS,15,9,3,0000156ee47d85a670b63e3c8524b234,34,12:15,65,2017
1,2017-09-22T04:15:01.000,22,5,93,NB_in,NB,4,24,LOOP 360LAKEWOOD,15,9,0,00001ba3df02c939ecbaa9de01bff153,65,04:15,1,2017
2,2017-09-13T15:00:00.000,13,3,69,NB_in,NB,15,11,BurnetRutland,0,9,6,00003197c8a849a8e428b95fac3a26dd,38,15:00,104,2017
3,2017-11-03T19:45:00.000,3,5,45,EB_in,EB,19,15,Cesar ChavezBR Reynolds,45,11,9,00008d281d70f69e19861976d4b881e7,39,19:45,206,2017
4,2017-10-20T10:00:00.000,20,5,92,NB_out,NB,10,24,LOOP 360LAKEWOOD,0,10,10,0000aa83cc5b6d282e5be5d7ead02651,47,10:00,237,2017
5,2017-09-16T16:30:01.000,16,6,77,Lane4,None,16,19,KINNEYLAMAR,30,9,0,0000c4c6fea10e9006f2102724dafa71,149,16:30,1,2017
6,2017-09-11T22:00:00.000,11,1,12,NB_in,NB,22,3,LAMARSHOALCREEK,0,9,4,0000cc5e6a4da70aed8ad2349cd58cbe,29,22:00,84,2017
7,2017-11-20T22:30:00.000,20,1,49,NB_in,NB,22,16,N Lamar15th,30,11,2,0000d46fca944a7dc63af4c5a6c32dba,37,22:30,65,2017
8,2017-12-10T22:15:00.000,10,0,51,SB_out,SB,22,16,N Lamar15th,15,12,2,0000e147d4f12297b0c0cba9ea853baf,35,22:15,42,2017
9,2017-12-01T04:45:00.000,1,5,5,NB_mid,NB,4,4,CONGRESSBARTON SPRINGS,45,12,0,000113b6bf6236f2f3807d3300005b31,35,04:45,9,2017
10,2017-09-12T16:15:01.000,12,2,86,NB_out,NB,16,22,LAMARCOLLIER,15,9,5,00012659e45e90aa4bf53412bdd72aa0,37,16:15,112,2017
11,2017-11-20T11:45:00.000,20,1,58,SB_in,SB,11,8,LOOP 360WALSH TARLTON,45,11,2,000127cf93ebf6f401347324b1e12657,47,11:45,48,2017
12,2017-11-23T01:00:00.000,23,4,70,SB_Lturn,SB,1,11,BurnetRutland,0,11,0,000140a119dcb27e322fd834236a34c6,2,01:00,4,2017
13,2017-10-08T06:00:00.000,8,0,2,NB_in,NB,6,1,LAMARMANCHACA,0,10,0,0001451cfc03edfa94305a8e19f8d9e4,38,06:00,6,2017
14,2017-10-04T14:30:00.000,4,3,67,Lane5,None,14,18,TOOMEYTEST,30,10,0,00014acdb30c541f906a3eba3808400b,149,14:30,0,2017
15,2017-09-15T12:30:01.000,15,5,67,Lane5,None,12,18,TOOMEYTEST,30,9,0,0001692b8b2c1c783b645c00e45dfb4e,149,12:30,0,2017
16,2017-08-28T00:30:00.000,28,1,15,SB_mid,SB,0,4,CONGRESSBARTON SPRINGS,30,8,0,00016f488914fe95bfff0bf351c29bab,34,00:30,14,2017
17,2017-11-21T03:15:01.000,21,2,59,SB_Lturn,SB,3,8,LOOP 360WALSH TARLTON,15,11,0,00016fc00b56a2133dc3d2efe7f2c695,23,03:15,1,2017
18,2017-07-28T20:15:00.000,28,5,17,NB_in,NB,20,4,CONGRESSBARTON SPRINGS,15,7,4,00018089c28d64244cd02d55e2df96a3,31,20:15,69,2017
19,2017-11-18T22:00:00.000,18,6,78,WB_out,WB,22,20,CESAR CHAVEZIH 35 WSR,0,11,4,00018558e29126ed75c522b6f0b541fd,25,22:00,65,2017
20,2017-08-09T20:00:00.000,9,3,12,NB_in,NB,20,3,LAMARSHOALCREEK,0,8,5,000190b09ead93ba04d7cc22eb5b8a1c,29,20:00,103,2017
21,2017-10-12T21:45:00.000,12,4,49,NB_in,NB,21,16,N Lamar15th,45,10,5,000191b3ad4dc6f38dbde26f2bee550a,35,21:45,104,2017
22,2017-08-24T01:15:00.000,24,4,43,NB,NB,1,14,Robert E LeeBarton Springs,15,8,0,0001d3e16ef4f24208c5bb89cc134611,20,01:15,4,2017
23,2017-12-07T16:15:00.000,7,4,52,SB_out,SB,16,17,CongressJohanna,15,12,17,0001ebe67647e80994949afbe8322a1a,15,16:15,127,2017
24,2017-12-15T07:00:00.000,15,5,89,SB_Lturn,SB,7,23,BURNETPALM WAY,0,12,1,0001f23662f0def220dfb03533e35c6c,25,07:00,8,2017
25,2017-10-30T18:30:00.000,30,1,75,Lane2,None,18,19,KINNEYLAMAR,30,10,0,0001f44b98bb0987d682ffa198968b65,149,18:30,3,2017
26,2017-09-08T16:45:00.000,8,5,20,SB_in,SB,16,5,LAMARSANDRA MURAIDA,45,9,39,0001f97fbc79626fdf876baeafa77189,17,16:45,226,2017
27,2017-10-28T06:15:00.000,28,6,47,WB_out,WB,6,15,Cesar ChavezBR Reynolds,15,10,0,000216afec119998a7a554aa150ed0ff,45,06:15,11,2017
28,2017-07-16T09:45:01.000,16,0,20,SB_in,SB,9,5,LAMARSANDRA MURAIDA,45,7,2,00022504f46191fc6e710a345d2096e8,38,09:45,59,2017
29,2017-12-16T08:45:00.000,16,6,86,NB_out,NB,8,22,LAMARCOLLIER,45,12,3,000246b98858eb5306b32819a96dcdfa,36,08:45,68,2017
30,2017-11-19T10:00:00.000,19,0,56,SB_out,SB,10,8,LOOP 360WALSH TARLTON,0,11,3,00026b4283e6acf17ad169db81c0e875,59,10:00,113,2017
31,2017-10-17T00:45:00.000,17,2,86,NB_out,NB,0,22,LAMARCOLLIER,45,10,0,00028749baeba939f06353930ea109f2,36,00:45,19,2017
32,2017-09-13T01:00:00.000,13,3,80,EB_in,EB,1,20,CESAR CHAVEZIH 35 WSR,0,9,2,0002884804fee7a99694512758fd7890,19,01:00,23,2017
33,2017-11-03T07:00:00.000,3,5,3,SB_in,SB,7,1,LAMARMANCHACA,0,11,3,00029ac6dc3180755ac8658104cbbb30,37,07:00,68,2017
34,2017-09-29T11:30:01.000,29,5,18,NB_out,NB,11,5,LAMARSANDRA MURAIDA,30,9,11,0002a1a30c8046332ecb1c368a049f66,33,11:30,193,2017
35,2017-07-21T22:15:00.000,21,5,12,NB_in,NB,22,3,LAMARSHOALCREEK,15,7,3,0002de025b39327b14bef6d90e2dbbe6,28,22:15,62,2017
36,2017-12-11T20:15:00.000,11,1,79,WB_in,WB,20,20,CESAR CHAVEZIH 35 WSR,15,12,2,0002e111c27575dabd158f473a52c64c,26,20:15,31,2017
37,2017-10-21T00:15:00.000,21,6,67,Lane5,None,0,18,TOOMEYTEST,15,10,0,0002e13833f0940b1cf86281fd448e0f,149,00:15,0,2017
38,2017-09-30T09:30:00.000,30,6,43,NB,NB,9,14,Robert E LeeBarton Springs,30,9,5,0002fa7cc85cb815e1ce9eec423ff801,23,09:30,58,2017
39,2017-10-15T02:00:00.000,15,0,58,SB_in,SB,2,8,LOOP 360WALSH TARLTON,0,10,0,0002faa801add1a65f9f37090abeae78,149,02:00,0,2017
40,2017-10-14T00:00:01.000,14,6,43,NB,NB,0,14,Robert E LeeBarton Springs,0,10,0,000301df732542e0ea9cf20aa718b6c4,23,00:00,13,2017
41,2017-10-01T21:45:00.000,1,0,81,EB_mid,EB,21,20,CESAR CHAVEZIH 35 WSR,45,10,6,00032a54fa1882f627336df89fc2df24,21,21:45,63,2017
42,2017-11-03T23:30:00.000,3,5,11,SB_in,SB,23,3,LAMARSHOALCREEK,30,11,3,00032a6751028ca5e4e05db95de106c8,31,23:30,63,2017
43,2017-07-11T22:45:00.000,11,2,31,Lane2,None,22,10,LamarBroken Spoke,45,7,3,00033b2962caddb4058713387e7cc417,38,22:45,65,2017
44,2017-07-13T16:45:00.000,13,4,11,SB_in,SB,16,3,LAMARSHOALCREEK,45,7,45,000340bb21b46d7f25e3134e8d2d3c6e,5,16:45,125,2017
45,2017-11-02T05:45:00.000,2,4,11,SB_in,SB,5,3,LAMARSHOALCREEK,45,11,0,000342681d7b4688111250ee35c433cb,31,05:45,12,2017
46,2017-12-14T19:00:00.000,14,4,89,SB_Lturn,SB,19,23,BURNETPALM WAY,0,12,5,00034a339a879b9dd452efad591c1449,22,19:00,34,2017
47,2017-09-20T11:00:00.000,20,3,94,SB_Lturn,SB,11,24,LOOP 360LAKEWOOD,0,9,8,00035061db8fc17d2c785099893e84bd,50,11:00,181,2017
48,2017-09-10T03:15:00.000,10,0,66,Lane4,None,3,18,TOOMEYTEST,15,9,0,00035f7ae16f36bc8ad593466ffd3b01,149,03:15,0,2017
49,2017-10-20T08:30:00.000,20,5,47,WB_out,WB,8,15,Cesar ChavezBR Reynolds,30,10,12,00036048c63b8b8be62e5bbaa80c3fb6,40,08:30,239,2017
50,2017-10-18T20:45:00.000,18,3,17,NB_in,NB,20,4,CONGRESSBARTON SPRINGS,45,10,3,00036c20f53153b1540ba5d9317bdff1,33,20:45,61,2017
51,2017-10-31T19:00:00.000,31,2,20,SB_in,SB,19,5,LAMARSANDRA MURAIDA,0,10,46,00036e49000acb2f87dd716cdf08c3a2,14,19:00,11,2017
52,2017-11-28T00:45:00.000,28,2,94,SB_Lturn,SB,0,24,LOOP 360LAKEWOOD,45,11,0,00037fa65e7756ec50d65c4dc3f7cb76,58,00:45,8,2017
53,2017-09-15T10:30:00.000,15,5,75,Lane2,None,10,19,KINNEYLAMAR,30,9,0,00038cd88e26d8daa2f135646b851e46,17,10:30,9,2017
54,2017-10-02T09:45:00.000,2,1,72,SB_out,SB,9,11,BurnetRutland,45,10,5,00038eaa6ace4aa1b4def1ae3a4bd398,30,09:45,69,2017
55,2017-12-10T01:15:00.000,10,0,2,NB_in,NB,1,1,LAMARMANCHACA,15,12,0,0003abd97190aded9d983b6a19237d88,35,01:15,11,2017
56,2017-09-14T06:15:00.000,14,4,15,SB_mid,SB,6,4,CONGRESSBARTON SPRINGS,15,9,0,0003bdae5d821c1e5db181d52f3d096f,36,06:15,12,2017
57,2017-12-14T12:30:00.000,14,4,96,SB_out,SB,12,24,LOOP 360LAKEWOOD,30,12,6,0003cdc8af5534f5507f3e29f187396c,46,12:30,171,2017
58,2017-10-01T04:45:00.000,1,0,21,SB_out,SB,4,5,LAMARSANDRA MURAIDA,45,10,0,0003fa39d09569c173c94d2c370fe238,36,04:45,16,2017
59,2017-11-19T22:30:00.000,19,0,2,NB_in,NB,22,1,LAMARMANCHACA,30,11,2,000411a4786448bd03641a3bb18a1b26,31,22:30,37,2017
60,2017-09-15T06:30:00.000,15,5,11,SB_in,SB,6,3,LAMARSHOALCREEK,30,9,1,0004254fc02544333bf8c88032817f97,31,06:30,21,2017
61,2017-07-24T17:30:01.000,24,1,19,NB_in,NB,17,5,LAMARSANDRA MURAIDA,30,7,8,00045187e062ec5b3bf990d5423835df,31,17:30,145,2017
62,2017-09-12T23:45:01.000,12,2,73,Lane6,None,23,18,TOOMEYTEST,45,9,0,00045b4182fd95764fd3800b97633f05,149,23:45,0,2017
63,2017-08-04T22:15:00.000,4,5,16,SB_in,SB,22,4,CONGRESSBARTON SPRINGS,15,8,3,00046be5ab6ae563e70c9b12eb4afcb9,30,22:15,57,2017
64,2017-10-08T07:15:00.000,8,0,68,NB_out,NB,7,11,BurnetRutland,15,10,0,000491e372fd4d69d813194310cb828f,45,07:15,15,2017
65,2017-09-06T19:00:00.000,6,3,2,NB_in,NB,19,1,LAMARMANCHACA,0,9,9,0004c4519cfcf606fb2aad611e718aa7,28,19:00,135,2017
66,2017-09-15T17:45:00.000,15,5,54,NB_in,NB,17,17,CongressJohanna,45,9,5,00050588cae31445a89f64acc27b3ee4,29,17:45,87,2017
67,2017-10-13T11:45:00.000,13,5,90,NB_out,NB,11,23,BURNETPALM WAY,45,10,4,00050c3bba2ac4e39a1d228cb25aa8ec,43,11:45,96,2017
68,2017-08-21T12:30:00.000,21,1,43,NB,NB,12,14,Robert E LeeBarton Springs,30,8,11,000517e7a4d16e3be4ffd068178134fb,25,12:30,55,2017
69,2017-12-10T04:02:22.000,10,0,54,NB_in,NB,4,17,CongressJohanna,2,12,0,00051eaee0c34448d290319b15092ccb,27,04:00,7,2017
70,2017-10-09T06:00:00.000,9,1,95,SB_in,SB,6,24,LOOP 360LAKEWOOD,0,10,0,00052d0146055b29b837a1c74a18f9eb,149,06:00,2,2017
71,2017-10-10T11:45:00.000,10,2,92,NB_out,NB,11,24,LOOP 360LAKEWOOD,45,10,10,00053327dd547b132d940371365bcc6e,44,11:45,219,2017
72,2017-10-04T07:30:00.000,4,3,11,SB_in,SB,7,3,LAMARSHOALCREEK,30,10,6,00053b64bfacfc53133eac7984131392,30,07:30,130,2017
73,2017-09-23T03:45:01.000,23,6,3,SB_in,SB,3,1,LAMARMANCHACA,45,9,0,00054f2d458758bfac1f5bfec1dde11f,35,03:45,12,2017
74,2017-09-06T11:45:00.000,6,3,94,SB_Lturn,SB,11,24,LOOP 360LAKEWOOD,45,9,7,000556bc0010c8129c7a1f4f58bbe148,52,11:45,173,2017
75,2017-11-11T12:45:01.000,11,6,13,NB_out,NB,12,3,LAMARSHOALCREEK,45,11,6,00055f75eb08ce8b92c661dc4ccab268,26,12:45,114,2017
76,2017-07-12T14:45:00.000,12,3,1,NB_out,NB,14,1,LAMARMANCHACA,45,7,8,00056189638cca21b26d4f5a93c69d23,27,14:45,98,2017
77,2017-10-13T02:45:00.000,13,5,62,NB_out,NB,2,8,LOOP 360WALSH TARLTON,45,10,0,00058202b910ebe94d1f3eb4ac73f4e4,58,02:45,15,2017
78,2017-12-14T14:00:00.000,14,4,5,NB_mid,NB,14,4,CONGRESSBARTON SPRINGS,0,12,5,00058e2928cfdbe718face252afed9a1,36,14:00,96,2017
79,2017-12-10T00:00:00.000,10,0,57,SB_mid,SB,0,8,LOOP 360WALSH TARLTON,0,12,1,00059ad262ebe3df4e73ed276551e019,49,00:00,38,2017
80,2017-10-27T20:30:01.000,27,5,72,SB_out,SB,20,11,BurnetRutland,30,10,2,0005aa20ed0669fb67e92d301a185c1a,41,20:30,54,2017
81,2017-10-08T14:15:01.000,8,0,75,Lane2,None,14,19,KINNEYLAMAR,15,10,0,0005b137aa8af827e25f01a41889bbca,8,14:15,7,2017
82,2017-11-23T17:00:00.000,23,4,96,SB_out,SB,17,24,LOOP 360LAKEWOOD,0,11,3,0005b45cca283fd06240d8ad3afcf9b7,53,17:00,96,2017
83,2017-08-20T02:45:00.000,20,0,1,NB_out,NB,2,1,LAMARMANCHACA,45,8,0,0005b6519a6dc13e98f1518fb3f8f05b,33,02:45,17,2017
84,2017-09-28T13:30:00.000,28,4,42,SB,SB,13,14,Robert E LeeBarton Springs,30,9,4,0005dcc64955f23594216fa9c09e50fe,25,13:30,69,2017
85,2017-09-06T02:00:00.000,6,3,4,SB_out,SB,2,1,LAMARMANCHACA,0,9,0,0005e7d73e55dc91e9c85ed461595530,35,02:00,2,2017
86,2017-10-20T10:45:01.000,20,5,59,SB_Lturn,SB,10,8,LOOP 360WALSH TARLTON,45,10,5,0005e9064cc899a44558203ef1812f92,29,10:45,36,2017
87,2017-11-27T15:15:00.000,27,1,4,SB_out,SB,15,1,LAMARMANCHACA,15,11,9,0005e96210648a08a001a70dd62f3bc4,28,15:15,107,2017
88,2017-11-11T14:15:00.000,11,6,17,NB_in,NB,14,4,CONGRESSBARTON SPRINGS,15,11,5,0005ff88fba0f35ad52dafc0a7f40f65,32,14:15,104,2017
89,2017-12-14T12:15:01.000,14,4,20,SB_in,SB,12,5,LAMARSANDRA MURAIDA,15,12,9,00062444baf38f1b0dcb89d740f97968,34,12:15,178,2017
90,2017-11-24T12:00:00.000,24,5,74,Lane1,None,12,19,KINNEYLAMAR,0,11,0,0006489d0fa889a32d7651523892f398,19,12:00,8,2017
91,2017-10-29T18:00:00.000,29,0,90,NB_out,NB,18,23,BURNETPALM WAY,0,10,2,000664e06f7a8519f8c0c7c3643b767e,43,18:00,65,2017
92,2017-10-06T05:30:00.000,6,5,61,NB_mid,NB,5,8,LOOP 360WALSH TARLTON,30,10,0,00066bb98f1b6249bd8e8e26d7cd2ad6,66,05:30,26,2017
93,2017-07-17T17:00:00.000,17,1,31,Lane2,None,17,10,LamarBroken Spoke,0,7,16,000674607c609d3ecd494d7136ff1312,32,17:00,237,2017
94,2017-11-23T20:15:00.000,23,4,77,Lane4,None,20,19,KINNEYLAMAR,15,11,0,000695430c4ec7c9268aebe580c5a995,149,20:15,3,2017
95,2017-10-22T00:30:00.000,22,0,14,SB_out,SB,0,4,CONGRESSBARTON SPRINGS,30,10,3,000697b74f23d04c84713ce8c1a34d72,31,00:30,55,2017
96,2017-09-18T11:00:00.000,18,1,48,NB_out,NB,11,16,N Lamar15th,0,9,4,00069d1420bc62a0d9abfe4afcaaaaab,35,11:00,91,2017
97,2017-12-05T14:30:01.000,5,2,46,WB_in,WB,14,15,Cesar ChavezBR Reynolds,30,12,8,00069dd4b917255e36536991b94d7170,41,14:30,182,2017
98,2017-11-27T23:15:00.000,27,1,78,WB_out,WB,23,20,CESAR CHAVEZIH 35 WSR,15,11,1,0006ae939841edc99c86dab4eb7516ad,28,23:15,26,2017
99,2017-12-03T09:15:00.000,3,0,58,SB_in,SB,9,8,LOOP 360WALSH TARLTON,15,12,0,0006ff7ade2015c7fc6a08b52d4db7c8,52,09:15,7,2017
100,2017-09-15T03:00:00.000,15,5,87,SB_out,SB,3,23,BURNETPALM WAY,0,9,0,00070c92179f5e3d5bc2338aa052fa4c,44,03:00,2,2017
101,2017-10-18T10:45:00.000,18,3,46,WB_in,WB,10,15,Cesar ChavezBR Reynolds,45,10,4,0007161b49015a06daac5bc3ca197ade,44,10:45,112,2017
102,2017-10-08T21:15:00.000,8,0,3,SB_in,SB,21,1,LAMARMANCHACA,15,10,7,000730484d408c1374f1f45fe2b6ae3d,30,21:15,100,2017
103,2017-11-02T15:15:00.000,2,4,75,Lane2,None,15,19,KINNEYLAMAR,15,11,1,00074b2c1929d2f99313185d81dc72fd,49,15:15,11,2017
104,2017-12-11T03:15:00.000,11,1,74,Lane1,None,3,19,KINNEYLAMAR,15,12,0,00079597441aebf240d8c63a1311d88f,18,03:15,1,2017
105,2017-08-26T06:30:01.000,26,6,61,NB_mid,NB,6,8,LOOP 360WALSH TARLTON,30,8,0,0007974530096b0ff7e0b1197bab6c95,54,06:30,23,2017
106,2017-11-17T12:15:01.000,17,5,46,WB_in,WB,12,15,Cesar ChavezBR Reynolds,15,11,8,00079d6f3c2023ba19cfaba256f7dc1d,42,12:15,186,2017
107,2017-10-10T09:45:00.000,10,2,4,SB_out,SB,9,1,LAMARMANCHACA,45,10,7,0007ce4a441cfb73c3f6e2d4d740214b,31,09:45,83,2017
108,2017-09-27T00:30:00.000,27,3,11,SB_in,SB,0,3,LAMARSHOALCREEK,30,9,0,0007d2e01e5007054d793be88ad4975a,31,00:30,17,2017
109,2017-07-27T18:45:00.000,27,4,4,SB_out,SB,18,1,LAMARMANCHACA,45,7,10,0007ddcd163c23bd2f9e5b54062202f7,29,18:45,137,2017
110,2017-11-04T18:15:00.000,4,6,49,NB_in,NB,18,16,N Lamar15th,15,11,5,0007ec5f04cf48ff0d08f48845f0034d,36,18:15,121,2017
111,2017-11-10T20:00:00.000,10,5,87,SB_out,SB,20,23,BURNETPALM WAY,0,11,2,0007ee196b7e2047a007344309c62da6,39,20:00,53,2017
112,2017-11-24T02:15:00.000,24,5,68,NB_out,NB,2,11,BurnetRutland,15,11,0,0007f0646ee027b15729dcd22af9da17,149,02:15,10,2017
113,2017-11-19T18:30:00.000,19,0,74,Lane1,None,18,19,KINNEYLAMAR,30,11,2,0007f9312f98edfd39ecb9d852bf1354,17,18:30,23,2017
114,2017-12-10T01:00:00.000,10,0,59,SB_Lturn,SB,1,8,LOOP 360WALSH TARLTON,0,12,0,000806f8306287e2acd642f8c667216b,20,01:00,1,2017
115,2017-08-23T04:30:00.000,23,3,31,Lane2,None,4,10,LamarBroken Spoke,30,8,0,00081eb257d40780594fb8ceacdf4d60,45,04:30,2,2017
116,2017-11-01T17:15:00.000,1,3,13,NB_out,NB,17,3,LAMARSHOALCREEK,15,11,0,00083ec1429c7a99df3cb1b187c5c341,0,17:15,207,2017
117,2017-09-24T13:15:00.000,24,0,51,SB_out,SB,13,16,N Lamar15th,15,9,6,000841cf3032c685872d52ce181529b6,35,13:15,108,2017
118,2017-08-05T12:30:00.000,5,6,20,SB_in,SB,12,5,LAMARSANDRA MURAIDA,30,8,7,000854590087911ee2bc0ad93445acfa,35,12:30,140,2017
119,2017-09-24T21:45:00.000,24,0,2,NB_in,NB,21,1,LAMARMANCHACA,45,9,2,00085c10917e89ffb24892ce95e070ca,35,21:45,49,2017
120,2017-10-30T23:30:01.000,30,1,63,Lane1,None,23,18,TOOMEYTEST,30,10,0,00086207ccd33ca659a9baabdad2c62d,149,23:30,0,2017
121,2017-11-13T15:00:00.000,13,1,56,SB_out,SB,15,8,LOOP 360WALSH TARLTON,0,11,8,00086634562148a43be171f29a410ade,45,15:00,188,2017
122,2017-10-24T13:00:00.000,24,2,85,NB_in,NB,13,22,LAMARCOLLIER,0,10,9,00088b66279d413adbcfb321a6486bb2,35,13:00,176,2017
123,2017-07-13T01:15:00.000,13,4,32,Lane3,None,1,10,LamarBroken Spoke,15,7,0,000896a22e561ebb8b72f71dd2861ffb,42,01:15,14,2017
124,2017-09-15T16:00:00.000,15,5,85,NB_in,NB,16,22,LAMARCOLLIER,0,9,9,00089a4f0709168350d89152d3e0d6d1,37,16:00,187,2017
125,2017-11-11T15:30:00.000,11,6,14,SB_out,SB,15,4,CONGRESSBARTON SPRINGS,30,11,4,0008a526591c17a3e87105381be61df5,30,15:30,71,2017
126,2017-10-30T14:00:00.000,30,1,51,SB_out,SB,14,16,N Lamar15th,0,10,5,0008aa87b4cef202f0224be6d344226c,36,14:00,100,2017
127,2017-10-05T23:45:01.000,5,4,83,SB_out,SB,23,22,LAMARCOLLIER,45,10,2,0008db20304f6bb180fbb4fea910b848,36,23:45,53,2017
128,2017-09-18T17:45:00.000,18,1,60,NB_in,NB,17,8,LOOP 360WALSH TARLTON,45,9,1,0008dd37269dae0ff71b98098d647cc4,57,17:45,56,2017
129,2017-08-07T02:00:00.000,7,1,4,SB_out,SB,2,1,LAMARMANCHACA,0,8,0,00090a38563c6ede56491109a846fd1f,35,02:00,8,2017
130,2017-12-12T07:45:00.000,12,2,13,NB_out,NB,7,3,LAMARSHOALCREEK,45,12,3,00090b9c9938d530e6eb1c55d4f1ed56,28,07:45,56,2017
131,2017-08-17T17:00:01.000,17,4,4,SB_out,SB,17,1,LAMARMANCHACA,0,8,13,00091dab051907ff9f0a10fad3bdaf30,26,17:00,153,2017
132,2017-08-20T08:45:00.000,20,0,69,NB_in,NB,8,11,BurnetRutland,45,8,2,000926007b181eafa81b409b49350b32,39,08:45,42,2017
133,2017-10-20T07:45:01.000,20,5,61,NB_mid,NB,7,8,LOOP 360WALSH TARLTON,45,10,10,000938e55e605d3c42d1ca392faabb7b,50,07:45,29,2017
134,2017-12-06T09:45:00.000,6,3,94,SB_Lturn,SB,9,24,LOOP 360LAKEWOOD,45,12,12,00093bb55146a5462291f670cd5f3c1f,38,09:45,4,2017
135,2017-10-04T07:15:00.000,4,3,55,NB_out,NB,7,17,CongressJohanna,15,10,10,00093c302f7166d597cc71070bba4f09,22,07:15,111,2017
136,2017-08-25T16:15:00.000,25,5,69,NB_in,NB,16,11,BurnetRutland,15,8,10,00095f852fec33ad8c94554f0d492219,34,16:15,171,2017
137,2017-11-09T09:45:00.000,9,4,52,SB_out,SB,9,17,CongressJohanna,45,11,2,00096e778ca8247be155b98864826c31,29,09:45,38,2017
138,2017-11-14T13:00:00.000,14,2,20,SB_in,SB,13,5,LAMARSANDRA MURAIDA,0,11,9,0009734ee3f3e581e13bcd20382490f5,36,13:00,178,2017
139,2017-09-11T10:00:00.000,11,1,58,SB_in,SB,10,8,LOOP 360WALSH TARLTON,0,9,2,000985e7839316c053689390a600e718,51,10:00,49,2017
140,2017-12-05T22:30:00.000,5,2,70,SB_Lturn,SB,22,11,BurnetRutland,30,12,7,000996c63c4dec758578b68efca19762,17,22:30,9,2017
141,2017-11-07T16:30:00.000,7,2,2,NB_in,NB,16,1,LAMARMANCHACA,30,11,9,000996eb89700995f08056008f9fb7f0,27,16:30,119,2017
142,2017-09-05T03:30:01.000,5,2,97,SB_Rturn,SB,3,24,LOOP 360LAKEWOOD,30,9,0,0009adf14053bba0c6048d934dcdab37,149,03:30,0,2017
143,2017-11-09T17:45:00.000,9,4,56,SB_out,SB,17,8,LOOP 360WALSH TARLTON,45,11,20,0009ee4b55e75496ca601819d42ee460,31,17:45,9,2017
144,2017-09-16T11:15:00.000,16,6,42,SB,SB,11,14,Robert E LeeBarton Springs,15,9,5,0009f6b66dcc5937b2413dc504b5a86f,24,11:15,72,2017
145,2017-12-05T08:15:00.000,5,2,10,SB_out,SB,8,3,LAMARSHOALCREEK,15,12,8,000a13560c00a2d4450e9f8a293fddc1,32,08:15,171,2017
146,2017-11-29T05:45:00.000,29,3,44,EB_out,EB,5,15,Cesar ChavezBR Reynolds,45,11,0,000a3650bd62502120b986ad2a415b4c,40,05:45,14,2017
147,2017-07-17T06:45:00.000,17,1,3,SB_in,SB,6,1,LAMARMANCHACA,45,7,1,000a3cc3ca50b686e23e5e3d215fa47e,35,06:45,24,2017
148,2017-10-05T20:30:00.000,5,4,56,SB_out,SB,20,8,LOOP 360WALSH TARLTON,30,10,7,000a440c832ce9d39f847051e0850a9d,40,20:30,147,2017
149,2017-10-01T02:45:00.000,1,0,70,SB_Lturn,SB,2,11,BurnetRutland,45,10,0,000a46b9172e2b4337f32798808181cf,149,02:45,8,2017
150,2017-11-18T07:00:00.000,18,6,85,NB_in,NB,7,22,LAMARCOLLIER,0,11,0,000a51a76fb7c9c8dd31c9b8cce62447,40,07:00,20,2017
151,2017-10-14T10:45:00.000,14,6,79,WB_in,WB,10,20,CESAR CHAVEZIH 35 WSR,45,10,5,000a5433cf11fa0fb93f784bb22b5c2c,24,10:45,51,2017
152,2017-09-25T10:00:00.000,25,1,11,SB_in,SB,10,3,LAMARSHOALCREEK,0,9,9,000a68a143fba30eec705bf5facca046,31,10:00,178,2017
153,2017-11-30T16:45:00.000,30,4,14,SB_out,SB,16,4,CONGRESSBARTON SPRINGS,45,11,11,000a6a5ed7057c62daee34547fcd7e56,26,16:45,102,2017
154,2017-10-28T15:30:00.000,28,6,57,SB_mid,SB,15,8,LOOP 360WALSH TARLTON,30,10,5,000a70b843e35000d57ba266ca871f85,54,15:30,141,2017
155,2017-07-31T00:30:00.000,31,1,11,SB_in,SB,0,3,LAMARSHOALCREEK,30,7,1,000a76dc8c9d8eef9ee3947cad650290,31,00:30,23,2017
156,2017-10-29T04:45:00.000,29,0,54,NB_in,NB,4,17,CongressJohanna,45,10,0,000a7b6db7d3b4ea316e3cdcd2b01698,33,04:45,8,2017
157,2017-08-21T14:30:00.000,21,1,53,SB_in,SB,14,17,CongressJohanna,30,8,5,000ab785a03bcc62ef9b1108891c0dff,30,14:30,103,2017
158,2017-10-14T18:45:00.000,14,6,45,EB_in,EB,18,15,Cesar ChavezBR Reynolds,45,10,7,000ade9a54521d0bba55033e201a1e73,42,18:45,165,2017
159,2017-12-08T13:15:01.000,8,5,3,SB_in,SB,13,1,LAMARMANCHACA,15,12,12,000af0c0ba7fdac48f2c947d1cc17479,30,13:15,149,2017
160,2017-10-25T14:15:00.000,25,3,61,NB_mid,NB,14,8,LOOP 360WALSH TARLTON,15,10,6,000afb8a3869aa319800c954d2417bb0,52,14:15,188,2017
161,2017-08-06T21:00:00.000,6,0,4,SB_out,SB,21,1,LAMARMANCHACA,0,8,5,000b222cdad71b288d88fe2f63086c2f,31,21:00,72,2017
